,train,val,test
0,slide4,slide2,slide1
1,slide5,slide12,slide3
2,slide6,slide23,slide10
3,slide7,slide65,slide29
4,slide11,slide70,slide43
5,slide13,slide85,slide53
6,slide14,slide95,slide64
7,slide15,slide98,slide69
8,slide16,slide119,slide75
9,slide17,slide126,slide89
10,slide18,slide128,slide100
11,slide19,slide133,slide101
12,slide20,slide138,slide140
13,slide21,slide141,slide174
14,slide22,slide146,slide175
15,slide24,slide153,slide182
16,slide25,slide154,slide196
17,slide26,slide169,slide199
18,slide27,slide178,slide203
19,slide28,slide189,slide206
20,slide30,slide200,slide207
21,slide31,slide214,slide209
22,slide32,slide222,slide211
23,slide33,slide230,slide229
24,slide34,slide241,slide236
25,slide35,slide242,slide246
26,slide36,slide261,slide271
27,slide37,slide264,slide276
28,slide38,slide284,slide294
29,slide39,slide325,slide306
30,slide40,slide338,slide309
31,slide41,slide339,slide314
32,slide42,slide340,slide321
33,slide44,slide360,slide323
34,slide45,slide363,slide366
35,slide46,slide371,slide378
36,slide47,slide372,slide396
37,slide48,slide383,slide409
38,slide49,slide398,slide411
39,slide50,slide400,slide416
40,slide51,slide405,slide439
41,slide52,slide432,slide441
42,slide54,slide437,slide444
43,slide55,slide442,slide450
44,slide56,slide447,slide452
45,slide57,slide490,slide457
46,slide58,slide494,slide462
47,slide59,slide497,slide473
48,slide60,slide498,slide491
49,slide61,slide499,slide493
50,slide62,slide502,slide503
51,slide63,slide505,slide531
52,slide66,slide512,slide537
53,slide67,slide514,slide543
54,slide68,slide533,slide550
55,slide71,slide540,slide552
56,slide72,slide542,slide560
57,slide73,slide548,slide567
58,slide74,slide561,slide584
59,slide76,slide565,slide591
60,slide102,slide590,slide594
61,slide103,slide595,slide597
62,slide104,slide600,slide598
63,slide105,slide606,slide599
64,slide106,slide632,slide601
65,slide107,slide650,slide612
66,slide108,slide685,slide629
67,slide109,slide694,slide635
68,slide110,slide703,slide636
69,slide111,slide709,slide637
70,slide112,slide714,slide644
71,slide113,slide761,slide648
72,slide114,slide771,slide649
73,slide115,slide784,slide671
74,slide116,slide785,slide676
75,slide117,slide788,slide682
76,slide118,slide794,slide684
77,slide120,slide818,slide708
78,slide121,slide820,slide724
79,slide122,slide825,slide726
80,slide123,slide837,slide751
81,slide124,slide842,slide752
82,slide125,slide850,slide755
83,slide127,slide864,slide806
84,slide129,slide875,slide812
85,slide130,slide900,slide813
86,slide131,slide907,slide823
87,slide132,slide928,slide841
88,slide134,slide932,slide845
89,slide135,slide937,slide869
90,slide136,slide939,slide882
91,slide137,slide955,slide885
92,slide139,slide958,slide902
93,slide142,slide978,slide914
94,slide143,slide993,slide936
95,slide144,slide1005,slide942
96,slide145,slide1009,slide951
97,slide147,slide1027,slide973
98,slide148,slide1029,slide986
99,slide149,slide1033,slide987
100,slide150,slide1035,slide996
101,slide151,slide1039,slide998
102,slide152,slide1043,slide1000
103,slide155,slide1049,slide1017
104,slide156,slide1054,slide1042
105,slide157,slide1056,slide1046
106,slide158,,
107,slide159,,
108,slide160,,
109,slide161,,
110,slide162,,
111,slide163,,
112,slide164,,
113,slide165,,
114,slide166,,
115,slide167,,
116,slide168,,
117,slide170,,
118,slide171,,
119,slide172,,
120,slide173,,
121,slide176,,
122,slide177,,
123,slide179,,
124,slide180,,
125,slide181,,
126,slide183,,
127,slide184,,
128,slide185,,
129,slide186,,
130,slide187,,
131,slide188,,
132,slide190,,
133,slide191,,
134,slide192,,
135,slide193,,
136,slide194,,
137,slide195,,
138,slide197,,
139,slide198,,
140,slide201,,
141,slide202,,
142,slide204,,
143,slide205,,
144,slide208,,
145,slide210,,
146,slide212,,
147,slide213,,
148,slide215,,
149,slide216,,
150,slide217,,
151,slide218,,
152,slide219,,
153,slide220,,
154,slide221,,
155,slide223,,
156,slide224,,
157,slide225,,
158,slide226,,
159,slide227,,
160,slide228,,
161,slide231,,
162,slide232,,
163,slide233,,
164,slide234,,
165,slide235,,
166,slide237,,
167,slide238,,
168,slide239,,
169,slide240,,
170,slide243,,
171,slide244,,
172,slide245,,
173,slide247,,
174,slide248,,
175,slide249,,
176,slide250,,
177,slide251,,
178,slide252,,
179,slide253,,
180,slide254,,
181,slide255,,
182,slide256,,
183,slide257,,
184,slide258,,
185,slide259,,
186,slide260,,
187,slide262,,
188,slide263,,
189,slide265,,
190,slide266,,
191,slide267,,
192,slide268,,
193,slide269,,
194,slide270,,
195,slide272,,
196,slide273,,
197,slide274,,
198,slide275,,
199,slide277,,
200,slide278,,
201,slide279,,
202,slide280,,
203,slide281,,
204,slide282,,
205,slide283,,
206,slide285,,
207,slide286,,
208,slide287,,
209,slide288,,
210,slide289,,
211,slide290,,
212,slide291,,
213,slide292,,
214,slide293,,
215,slide295,,
216,slide296,,
217,slide297,,
218,slide298,,
219,slide299,,
220,slide300,,
221,slide301,,
222,slide302,,
223,slide303,,
224,slide304,,
225,slide305,,
226,slide307,,
227,slide308,,
228,slide310,,
229,slide311,,
230,slide312,,
231,slide313,,
232,slide315,,
233,slide316,,
234,slide317,,
235,slide318,,
236,slide319,,
237,slide320,,
238,slide322,,
239,slide324,,
240,slide326,,
241,slide327,,
242,slide328,,
243,slide329,,
244,slide330,,
245,slide331,,
246,slide332,,
247,slide333,,
248,slide334,,
249,slide335,,
250,slide336,,
251,slide337,,
252,slide341,,
253,slide342,,
254,slide343,,
255,slide344,,
256,slide345,,
257,slide346,,
258,slide347,,
259,slide348,,
260,slide349,,
261,slide350,,
262,slide351,,
263,slide352,,
264,slide353,,
265,slide354,,
266,slide355,,
267,slide356,,
268,slide357,,
269,slide358,,
270,slide359,,
271,slide361,,
272,slide362,,
273,slide364,,
274,slide365,,
275,slide367,,
276,slide368,,
277,slide369,,
278,slide370,,
279,slide373,,
280,slide374,,
281,slide375,,
282,slide376,,
283,slide377,,
284,slide379,,
285,slide380,,
286,slide381,,
287,slide382,,
288,slide384,,
289,slide385,,
290,slide386,,
291,slide387,,
292,slide388,,
293,slide389,,
294,slide390,,
295,slide391,,
296,slide392,,
297,slide393,,
298,slide394,,
299,slide395,,
300,slide397,,
301,slide399,,
302,slide401,,
303,slide402,,
304,slide403,,
305,slide404,,
306,slide406,,
307,slide407,,
308,slide408,,
309,slide410,,
310,slide412,,
311,slide413,,
312,slide414,,
313,slide415,,
314,slide417,,
315,slide418,,
316,slide419,,
317,slide420,,
318,slide421,,
319,slide422,,
320,slide423,,
321,slide424,,
322,slide425,,
323,slide426,,
324,slide427,,
325,slide428,,
326,slide429,,
327,slide430,,
328,slide431,,
329,slide433,,
330,slide434,,
331,slide435,,
332,slide436,,
333,slide438,,
334,slide440,,
335,slide443,,
336,slide445,,
337,slide446,,
338,slide448,,
339,slide449,,
340,slide451,,
341,slide453,,
342,slide454,,
343,slide455,,
344,slide456,,
345,slide458,,
346,slide459,,
347,slide460,,
348,slide461,,
349,slide463,,
350,slide464,,
351,slide465,,
352,slide466,,
353,slide467,,
354,slide468,,
355,slide469,,
356,slide470,,
357,slide471,,
358,slide472,,
359,slide474,,
360,slide475,,
361,slide476,,
362,slide477,,
363,slide478,,
364,slide479,,
365,slide480,,
366,slide481,,
367,slide482,,
368,slide483,,
369,slide484,,
370,slide485,,
371,slide486,,
372,slide487,,
373,slide488,,
374,slide489,,
375,slide492,,
376,slide495,,
377,slide496,,
378,slide500,,
379,slide501,,
380,slide504,,
381,slide506,,
382,slide507,,
383,slide508,,
384,slide509,,
385,slide510,,
386,slide511,,
387,slide513,,
388,slide515,,
389,slide516,,
390,slide517,,
391,slide518,,
392,slide519,,
393,slide520,,
394,slide521,,
395,slide522,,
396,slide523,,
397,slide524,,
398,slide525,,
399,slide526,,
400,slide527,,
401,slide528,,
402,slide529,,
403,slide530,,
404,slide532,,
405,slide534,,
406,slide535,,
407,slide536,,
408,slide538,,
409,slide539,,
410,slide541,,
411,slide544,,
412,slide545,,
413,slide546,,
414,slide547,,
415,slide549,,
416,slide551,,
417,slide553,,
418,slide554,,
419,slide555,,
420,slide556,,
421,slide557,,
422,slide558,,
423,slide559,,
424,slide562,,
425,slide563,,
426,slide564,,
427,slide566,,
428,slide568,,
429,slide569,,
430,slide570,,
431,slide571,,
432,slide572,,
433,slide573,,
434,slide574,,
435,slide575,,
436,slide576,,
437,slide577,,
438,slide578,,
439,slide579,,
440,slide580,,
441,slide581,,
442,slide582,,
443,slide583,,
444,slide585,,
445,slide586,,
446,slide587,,
447,slide588,,
448,slide589,,
449,slide592,,
450,slide593,,
451,slide596,,
452,slide602,,
453,slide603,,
454,slide604,,
455,slide605,,
456,slide607,,
457,slide608,,
458,slide609,,
459,slide610,,
460,slide611,,
461,slide613,,
462,slide614,,
463,slide615,,
464,slide616,,
465,slide617,,
466,slide618,,
467,slide619,,
468,slide620,,
469,slide621,,
470,slide622,,
471,slide623,,
472,slide624,,
473,slide625,,
474,slide626,,
475,slide627,,
476,slide628,,
477,slide630,,
478,slide631,,
479,slide633,,
480,slide634,,
481,slide638,,
482,slide639,,
483,slide640,,
484,slide641,,
485,slide642,,
486,slide643,,
487,slide645,,
488,slide646,,
489,slide647,,
490,slide651,,
491,slide652,,
492,slide653,,
493,slide654,,
494,slide655,,
495,slide656,,
496,slide657,,
497,slide658,,
498,slide659,,
499,slide660,,
500,slide661,,
501,slide662,,
502,slide663,,
503,slide664,,
504,slide665,,
505,slide666,,
506,slide667,,
507,slide668,,
508,slide669,,
509,slide670,,
510,slide672,,
511,slide673,,
512,slide674,,
513,slide675,,
514,slide677,,
515,slide678,,
516,slide679,,
517,slide680,,
518,slide681,,
519,slide683,,
520,slide686,,
521,slide687,,
522,slide688,,
523,slide689,,
524,slide690,,
525,slide691,,
526,slide692,,
527,slide693,,
528,slide695,,
529,slide696,,
530,slide697,,
531,slide698,,
532,slide699,,
533,slide700,,
534,slide701,,
535,slide702,,
536,slide704,,
537,slide705,,
538,slide706,,
539,slide707,,
540,slide710,,
541,slide711,,
542,slide712,,
543,slide713,,
544,slide715,,
545,slide716,,
546,slide717,,
547,slide718,,
548,slide719,,
549,slide720,,
550,slide721,,
551,slide722,,
552,slide723,,
553,slide725,,
554,slide727,,
555,slide728,,
556,slide729,,
557,slide730,,
558,slide731,,
559,slide732,,
560,slide733,,
561,slide734,,
562,slide735,,
563,slide736,,
564,slide737,,
565,slide738,,
566,slide739,,
567,slide740,,
568,slide741,,
569,slide742,,
570,slide743,,
571,slide744,,
572,slide745,,
573,slide746,,
