,train,val,test
0,slide2,slide4,slide1
1,slide3,slide15,slide8
2,slide5,slide16,slide18
3,slide6,slide35,slide31
4,slide7,slide39,slide41
5,slide10,slide52,slide46
6,slide11,slide54,slide61
7,slide12,slide55,slide75
8,slide13,slide58,slide83
9,slide14,slide60,slide109
10,slide17,slide65,slide136
11,slide19,slide66,slide142
12,slide20,slide74,slide159
13,slide21,slide76,slide162
14,slide22,slide82,slide164
15,slide23,slide96,slide167
16,slide24,slide113,slide186
17,slide25,slide117,slide190
18,slide26,slide120,slide191
19,slide27,slide130,slide197
20,slide28,slide132,slide224
21,slide29,slide153,slide229
22,slide30,slide170,slide242
23,slide32,slide171,slide244
24,slide33,slide178,slide256
25,slide34,slide195,slide265
26,slide36,slide219,slide270
27,slide37,slide258,slide277
28,slide38,slide266,slide282
29,slide40,slide294,slide302
30,slide42,slide321,slide309
31,slide43,slide322,slide330
32,slide44,slide337,slide341
33,slide45,slide340,slide356
34,slide47,slide350,slide359
35,slide48,slide351,slide365
36,slide49,slide353,slide373
37,slide50,slide363,slide378
38,slide51,slide364,slide403
39,slide53,slide367,slide407
40,slide56,slide368,slide410
41,slide57,slide390,slide419
42,slide59,slide393,slide429
43,slide62,slide395,slide441
44,slide63,slide412,slide443
45,slide64,slide413,slide446
46,slide67,slide423,slide448
47,slide68,slide435,slide456
48,slide69,slide440,slide460
49,slide70,slide462,slide489
50,slide71,slide480,slide503
51,slide72,slide490,slide504
52,slide73,slide497,slide514
53,slide100,slide499,slide541
54,slide101,slide512,slide542
55,slide102,slide527,slide547
56,slide103,slide531,slide563
57,slide104,slide545,slide567
58,slide105,slide546,slide573
59,slide106,slide548,slide575
60,slide107,slide551,slide607
61,slide108,slide553,slide611
62,slide110,slide570,slide616
63,slide111,slide582,slide621
64,slide112,slide594,slide631
65,slide114,slide604,slide652
66,slide115,slide647,slide656
67,slide116,slide658,slide672
68,slide118,slide661,slide688
69,slide119,slide669,slide702
70,slide121,slide683,slide743
71,slide122,slide689,slide758
72,slide123,slide742,slide780
73,slide124,slide777,slide782
74,slide125,slide786,slide817
75,slide126,slide787,slide820
76,slide127,slide788,slide824
77,slide128,slide794,slide828
78,slide129,slide802,slide834
79,slide131,slide805,slide837
80,slide133,slide819,slide848
81,slide134,slide839,slide849
82,slide135,slide847,slide854
83,slide137,slide852,slide861
84,slide138,slide876,slide865
85,slide139,slide890,slide868
86,slide140,slide891,slide870
87,slide141,slide929,slide872
88,slide143,slide932,slide884
89,slide144,slide934,slide886
90,slide145,slide935,slide896
91,slide146,slide943,slide926
92,slide147,slide946,slide933
93,slide148,slide952,slide941
94,slide149,slide962,slide942
95,slide150,slide963,slide948
96,slide151,slide983,slide953
97,slide152,slide989,slide960
98,slide154,slide998,slide973
99,slide155,slide1005,slide986
100,slide156,slide1006,slide1000
101,slide157,slide1007,slide1025
102,slide158,slide1009,slide1043
103,slide160,slide1036,slide1045
104,slide161,slide1037,slide1047
105,slide163,slide1052,slide1056
106,slide165,,
107,slide166,,
108,slide168,,
109,slide169,,
110,slide172,,
111,slide173,,
112,slide174,,
113,slide175,,
114,slide176,,
115,slide177,,
116,slide179,,
117,slide180,,
118,slide181,,
