,train,val,test
0,slide1,slide3,slide11
1,slide2,slide16,slide22
2,slide4,slide21,slide41
3,slide5,slide35,slide42
4,slide6,slide39,slide48
5,slide7,slide50,slide53
6,slide10,slide54,slide72
7,slide12,slide66,slide80
8,slide13,slide103,slide81
9,slide14,slide112,slide88
10,slide15,slide123,slide96
11,slide17,slide138,slide131
12,slide18,slide165,slide136
13,slide19,slide184,slide147
14,slide20,slide199,slide155
15,slide23,slide210,slide163
16,slide24,slide219,slide164
17,slide25,slide228,slide174
18,slide26,slide233,slide183
19,slide27,slide239,slide203
20,slide28,slide253,slide217
21,slide29,slide254,slide237
22,slide30,slide263,slide245
23,slide31,slide271,slide247
24,slide32,slide286,slide260
25,slide33,slide296,slide276
26,slide34,slide322,slide293
27,slide36,slide325,slide300
28,slide37,slide329,slide312
29,slide38,slide332,slide314
30,slide40,slide337,slide320
31,slide43,slide339,slide330
32,slide44,slide352,slide354
33,slide45,slide394,slide365
34,slide46,slide400,slide374
35,slide47,slide418,slide390
36,slide49,slide431,slide423
37,slide51,slide470,slide426
38,slide52,slide485,slide432
39,slide55,slide486,slide450
40,slide56,slide487,slide460
41,slide57,slide493,slide474
42,slide58,slide512,slide476
43,slide59,slide516,slide509
44,slide60,slide520,slide515
45,slide61,slide538,slide524
46,slide62,slide550,slide533
47,slide63,slide560,slide534
48,slide64,slide592,slide536
49,slide65,slide597,slide555
50,slide67,slide599,slide556
51,slide68,slide621,slide567
52,slide69,slide624,slide568
53,slide70,slide632,slide602
54,slide71,slide641,slide611
55,slide73,slide649,slide628
56,slide74,slide654,slide630
57,slide76,slide671,slide637
58,slide100,slide684,slide639
59,slide101,slide686,slide650
60,slide102,slide689,slide658
61,slide104,slide694,slide664
62,slide105,slide699,slide666
63,slide106,slide700,slide672
64,slide107,slide707,slide681
65,slide108,slide724,slide683
66,slide109,slide757,slide705
67,slide110,slide767,slide727
68,slide111,slide778,slide735
69,slide113,slide788,slide744
70,slide114,slide796,slide746
71,slide115,slide805,slide749
72,slide116,slide813,slide756
73,slide117,slide818,slide761
74,slide118,slide833,slide762
75,slide119,slide850,slide771
76,slide120,slide853,slide776
77,slide121,slide858,slide782
78,slide122,slide862,slide786
79,slide124,slide870,slide801
80,slide125,slide881,slide803
81,slide126,slide884,slide817
82,slide127,slide887,slide836
83,slide128,slide891,slide845
84,slide129,slide913,slide873
85,slide130,slide914,slide877
86,slide132,slide930,slide888
87,slide133,slide937,slide900
88,slide134,slide940,slide911
89,slide135,slide948,slide922
90,slide137,slide952,slide929
91,slide139,slide954,slide936
92,slide140,slide963,slide943
93,slide141,slide965,slide962
94,slide142,slide966,slide974
95,slide143,slide970,slide976
96,slide144,slide978,slide977
97,slide145,slide1005,slide979
98,slide146,slide1006,slide989
99,slide148,slide1012,slide998
100,slide149,slide1021,slide1002
101,slide150,slide1025,slide1007
102,slide151,slide1031,slide1017
103,slide152,slide1042,slide1024
104,slide153,slide1045,slide1026
105,slide154,slide1055,slide1054
106,slide156,,
107,slide157,,
108,slide158,,
109,slide159,,
110,slide160,,
111,slide161,,
112,slide162,,
113,slide166,,
114,slide167,,
115,slide168,,
116,slide169,,
117,slide170,,
118,slide171,,
119,slide172,,
120,slide173,,
121,slide175,,
122,slide176,,
123,slide177,,
124,slide178,,
125,slide179,,
126,slide180,,
127,slide181,,
128,slide182,,
129,slide185,,
130,slide186,,
131,slide187,,
132,slide188,,
133,slide189,,
134,slide190,,
135,slide191,,
136,slide192,,
137,slide193,,
138,slide194,,
139,slide195,,
140,slide196,,
141,slide197,,
142,slide198,,
143,slide200,,
144,slide201,,
145,slide202,,
146,slide204,,
147,slide205,,
148,slide206,,
149,slide207,,
150,slide208,,
151,slide209,,
152,slide211,,
153,slide212,,
154,slide213,,
155,slide214,,
156,slide215,,
157,slide216,,
158,slide218,,
159,slide220,,
160,slide221,,
161,slide222,,
162,slide223,,
163,slide224,,
164,slide225,,
165,slide226,,
166,slide227,,
167,slide229,,
168,slide230,,
169,slide231,,
170,slide232,,
171,slide234,,
172,slide235,,
173,slide236,,
174,slide238,,
175,slide240,,
176,slide241,,
177,slide242,,
178,slide243,,
179,slide244,,
180,slide246,,
181,slide248,,
182,slide249,,
183,slide250,,
184,slide251,,
185,slide252,,
186,slide255,,
187,slide256,,
188,slide257,,
189,slide258,,
190,slide259,,
191,slide261,,
192,slide262,,
193,slide264,,
194,slide265,,
195,slide266,,
196,slide267,,
197,slide268,,
198,slide269,,
199,slide270,,
200,slide272,,
201,slide273,,
202,slide274,,
203,slide275,,
204,slide277,,
205,slide278,,
206,slide279,,
207,slide280,,
208,slide281,,
209,slide282,,
210,slide283,,
211,slide284,,
212,slide285,,
213,slide287,,
214,slide288,,
215,slide289,,
216,slide290,,
217,slide291,,
218,slide292,,
219,slide294,,
220,slide295,,
221,slide297,,
222,slide298,,
223,slide299,,
224,slide301,,
225,slide302,,
226,slide303,,
227,slide304,,
228,slide305,,
229,slide306,,
230,slide307,,
231,slide308,,
232,slide309,,
233,slide310,,
234,slide311,,
235,slide313,,
236,slide315,,
237,slide316,,
238,slide317,,
239,slide318,,
240,slide319,,
241,slide321,,
242,slide323,,
243,slide324,,
244,slide326,,
245,slide327,,
246,slide328,,
247,slide331,,
248,slide333,,
249,slide334,,
250,slide335,,
251,slide336,,
252,slide338,,
253,slide340,,
254,slide341,,
255,slide342,,
256,slide343,,
257,slide344,,
258,slide345,,
259,slide346,,
260,slide347,,
261,slide348,,
262,slide349,,
263,slide350,,
264,slide351,,
265,slide353,,
266,slide355,,
267,slide356,,
268,slide357,,
269,slide358,,
270,slide359,,
271,slide360,,
272,slide361,,
273,slide362,,
274,slide363,,
275,slide364,,
276,slide366,,
277,slide367,,
278,slide368,,
279,slide369,,
280,slide370,,
281,slide371,,
282,slide372,,
283,slide373,,
284,slide375,,
285,slide376,,
286,slide377,,
287,slide378,,
288,slide379,,
289,slide380,,
290,slide381,,
291,slide382,,
292,slide383,,
293,slide384,,
294,slide385,,
295,slide386,,
296,slide387,,
297,slide388,,
298,slide389,,
299,slide391,,
300,slide392,,
