,train,val,test
0,slide1,slide3,slide7
1,slide2,slide11,slide10
2,slide4,slide31,slide20
3,slide5,slide63,slide27
4,slide6,slide85,slide50
5,slide12,slide124,slide69
6,slide13,slide138,slide83
7,slide14,slide159,slide92
8,slide15,slide175,slide95
9,slide16,slide182,slide98
10,slide17,slide193,slide112
11,slide18,slide199,slide120
12,slide19,slide201,slide123
13,slide21,slide202,slide134
14,slide22,slide205,slide149
15,slide23,slide213,slide168
16,slide24,slide223,slide188
17,slide25,slide240,slide195
18,slide26,slide244,slide196
19,slide28,slide249,slide207
20,slide29,slide250,slide234
21,slide30,slide252,slide235
22,slide32,slide270,slide238
23,slide33,slide282,slide265
24,slide34,slide284,slide266
25,slide35,slide290,slide267
26,slide36,slide303,slide283
27,slide37,slide306,slide286
28,slide38,slide330,slide291
29,slide39,slide341,slide298
30,slide40,slide344,slide299
31,slide41,slide353,slide300
32,slide42,slide356,slide331
33,slide43,slide371,slide337
34,slide44,slide374,slide343
35,slide45,slide375,slide348
36,slide46,slide377,slide381
37,slide47,slide397,slide392
38,slide48,slide404,slide393
39,slide49,slide417,slide398
40,slide51,slide419,slide407
41,slide52,slide446,slide412
42,slide53,slide448,slide416
43,slide54,slide464,slide421
44,slide55,slide465,slide422
45,slide56,slide466,slide443
46,slide57,slide470,slide459
47,slide58,slide502,slide491
48,slide59,slide503,slide492
49,slide60,slide510,slide507
50,slide61,slide564,slide520
51,slide62,slide566,slide552
52,slide64,slide571,slide557
53,slide65,slide603,slide577
54,slide66,slide604,slide592
55,slide67,slide614,slide602
56,slide68,slide616,slide610
57,slide70,slide619,slide630
58,slide71,slide622,slide632
59,slide72,slide647,slide635
60,slide73,slide663,slide640
61,slide74,slide667,slide654
62,slide100,slide678,slide656
63,slide101,slide683,slide698
64,slide102,slide692,slide720
65,slide103,slide702,slide724
66,slide104,slide742,slide761
67,slide105,slide745,slide771
68,slide106,slide760,slide788
69,slide107,slide775,slide789
70,slide108,slide777,slide803
71,slide109,slide785,slide809
72,slide110,slide795,slide814
73,slide111,slide797,slide816
74,slide113,slide805,slide828
75,slide114,slide806,slide832
76,slide115,slide812,slide833
77,slide116,slide822,slide834
78,slide117,slide846,slide839
79,slide118,slide848,slide867
80,slide119,slide870,slide868
81,slide121,slide875,slide889
82,slide122,slide876,slide890
83,slide125,slide928,slide900
84,slide126,slide939,slide902
85,slide127,slide943,slide905
86,slide128,slide947,slide910
87,slide129,slide969,slide919
88,slide130,slide978,slide921
89,slide131,slide985,slide923
90,slide132,slide987,slide924
91,slide133,slide991,slide931
92,slide135,slide994,slide932
93,slide136,slide995,slide937
94,slide137,slide1001,slide940
95,slide139,slide1004,slide942
96,slide140,slide1007,slide952
97,slide141,slide1009,slide954
98,slide142,slide1015,slide956
99,slide143,slide1016,slide960
100,slide144,slide1029,slide970
101,slide145,slide1039,slide989
102,slide146,slide1042,slide1008
103,slide147,slide1046,slide1018
104,slide148,slide1050,slide1025
105,slide150,slide1057,slide1030
106,slide151,,
107,slide152,,
108,slide153,,
109,slide154,,
110,slide155,,
111,slide156,,
112,slide157,,
113,slide158,,
114,slide160,,
115,slide161,,
116,slide162,,
117,slide163,,
118,slide164,,
119,slide165,,
120,slide166,,
121,slide167,,
122,slide169,,
123,slide170,,
124,slide171,,
125,slide172,,
126,slide173,,
127,slide174,,
128,slide176,,
129,slide177,,
130,slide178,,
131,slide179,,
132,slide180,,
133,slide181,,
134,slide183,,
135,slide184,,
136,slide185,,
137,slide186,,
138,slide187,,
139,slide189,,
140,slide190,,
141,slide191,,
142,slide192,,
143,slide194,,
144,slide197,,
145,slide198,,
146,slide200,,
147,slide203,,
148,slide204,,
149,slide206,,
150,slide208,,
151,slide209,,
152,slide210,,
153,slide211,,
154,slide212,,
155,slide214,,
156,slide215,,
157,slide216,,
158,slide217,,
159,slide218,,
160,slide219,,
161,slide220,,
162,slide221,,
163,slide222,,
164,slide224,,
165,slide225,,
166,slide226,,
167,slide227,,
168,slide228,,
169,slide229,,
170,slide230,,
171,slide231,,
172,slide232,,
173,slide233,,
174,slide236,,
175,slide237,,
176,slide239,,
177,slide241,,
178,slide242,,
179,slide243,,
180,slide245,,
181,slide246,,
182,slide247,,
183,slide248,,
184,slide251,,
185,slide253,,
186,slide254,,
187,slide255,,
188,slide256,,
189,slide257,,
190,slide258,,
191,slide259,,
192,slide260,,
193,slide261,,
194,slide262,,
195,slide263,,
196,slide264,,
197,slide268,,
198,slide269,,
199,slide271,,
200,slide272,,
201,slide273,,
202,slide274,,
203,slide275,,
204,slide276,,
205,slide277,,
206,slide278,,
207,slide279,,
208,slide280,,
209,slide281,,
210,slide285,,
211,slide287,,
212,slide288,,
213,slide289,,
214,slide292,,
215,slide293,,
216,slide294,,
217,slide295,,
218,slide296,,
219,slide297,,
220,slide301,,
221,slide302,,
222,slide304,,
223,slide305,,
224,slide307,,
225,slide308,,
226,slide309,,
227,slide310,,
228,slide311,,
229,slide312,,
230,slide313,,
231,slide314,,
232,slide315,,
233,slide316,,
234,slide317,,
235,slide318,,
236,slide319,,
237,slide320,,
238,slide321,,
239,slide322,,
240,slide323,,
241,slide324,,
242,slide325,,
243,slide326,,
244,slide327,,
245,slide328,,
246,slide329,,
247,slide332,,
248,slide333,,
249,slide334,,
250,slide335,,
251,slide336,,
252,slide338,,
253,slide339,,
254,slide340,,
255,slide342,,
256,slide345,,
257,slide346,,
258,slide347,,
259,slide349,,
260,slide350,,
261,slide351,,
262,slide352,,
263,slide354,,
264,slide355,,
265,slide357,,
266,slide358,,
267,slide359,,
268,slide360,,
269,slide361,,
270,slide362,,
271,slide363,,
272,slide364,,
273,slide365,,
274,slide366,,
275,slide367,,
276,slide368,,
277,slide369,,
278,slide370,,
279,slide372,,
280,slide373,,
281,slide376,,
282,slide378,,
283,slide379,,
284,slide380,,
285,slide382,,
286,slide383,,
287,slide384,,
288,slide385,,
289,slide386,,
290,slide387,,
291,slide388,,
292,slide389,,
293,slide390,,
294,slide391,,
295,slide394,,
296,slide395,,
297,slide396,,
298,slide399,,
299,slide400,,
300,slide401,,
301,slide402,,
302,slide403,,
303,slide405,,
304,slide406,,
305,slide408,,
306,slide409,,
307,slide410,,
308,slide411,,
309,slide413,,
310,slide414,,
311,slide415,,
312,slide418,,
313,slide420,,
314,slide423,,
315,slide424,,
316,slide425,,
317,slide426,,
318,slide427,,
319,slide428,,
320,slide429,,
321,slide430,,
322,slide431,,
323,slide432,,
324,slide433,,
325,slide434,,
326,slide435,,
327,slide436,,
328,slide437,,
329,slide438,,
330,slide439,,
331,slide440,,
332,slide441,,
333,slide442,,
334,slide444,,
335,slide445,,
336,slide447,,
337,slide449,,
338,slide450,,
339,slide451,,
340,slide452,,
341,slide453,,
342,slide454,,
343,slide455,,
344,slide456,,
345,slide457,,
346,slide458,,
347,slide460,,
348,slide461,,
349,slide462,,
350,slide463,,
351,slide467,,
352,slide468,,
353,slide469,,
354,slide471,,
355,slide472,,
356,slide473,,
357,slide474,,
358,slide475,,
359,slide476,,
360,slide477,,
361,slide478,,
362,slide479,,
363,slide480,,
364,slide481,,
365,slide482,,
366,slide483,,
367,slide484,,
368,slide485,,
369,slide486,,
370,slide487,,
371,slide488,,
372,slide489,,
373,slide490,,
374,slide493,,
375,slide494,,
376,slide495,,
377,slide496,,
378,slide497,,
379,slide498,,
380,slide499,,
381,slide500,,
382,slide501,,
383,slide504,,
384,slide505,,
385,slide506,,
386,slide508,,
387,slide509,,
388,slide511,,
389,slide512,,
390,slide513,,
391,slide514,,
392,slide515,,
393,slide516,,
394,slide517,,
395,slide518,,
396,slide519,,
397,slide521,,
398,slide522,,
399,slide523,,
400,slide524,,
401,slide525,,
402,slide526,,
403,slide527,,
404,slide528,,
405,slide529,,
406,slide530,,
407,slide531,,
408,slide532,,
409,slide533,,
410,slide534,,
411,slide535,,
412,slide536,,
413,slide537,,
414,slide538,,
415,slide539,,
416,slide540,,
417,slide541,,
418,slide542,,
419,slide543,,
420,slide544,,
421,slide545,,
422,slide546,,
423,slide547,,
424,slide548,,
425,slide549,,
426,slide550,,
427,slide551,,
428,slide553,,
429,slide554,,
430,slide555,,
431,slide556,,
432,slide558,,
433,slide559,,
434,slide560,,
435,slide561,,
436,slide562,,
437,slide563,,
438,slide565,,
439,slide567,,
440,slide568,,
441,slide569,,
442,slide570,,
443,slide572,,
444,slide573,,
445,slide574,,
446,slide575,,
447,slide576,,
448,slide578,,
449,slide579,,
450,slide580,,
451,slide581,,
452,slide582,,
453,slide583,,
454,slide584,,
455,slide585,,
456,slide586,,
457,slide587,,
458,slide588,,
459,slide589,,
460,slide590,,
461,slide591,,
462,slide593,,
463,slide594,,
464,slide595,,
465,slide596,,
466,slide597,,
467,slide598,,
468,slide599,,
469,slide600,,
470,slide601,,
471,slide605,,
472,slide606,,
473,slide607,,
474,slide608,,
475,slide609,,
476,slide611,,
477,slide612,,
478,slide613,,
479,slide615,,
480,slide617,,
481,slide618,,
482,slide620,,
483,slide621,,
484,slide623,,
485,slide624,,
486,slide625,,
487,slide626,,
488,slide627,,
489,slide628,,
490,slide629,,
491,slide631,,
492,slide633,,
493,slide634,,
494,slide636,,
495,slide637,,
496,slide638,,
497,slide639,,
498,slide641,,
499,slide642,,
500,slide643,,
501,slide644,,
502,slide645,,
503,slide646,,
504,slide648,,
505,slide649,,
506,slide650,,
507,slide651,,
508,slide652,,
509,slide653,,
510,slide655,,
511,slide657,,
512,slide658,,
513,slide659,,
514,slide660,,
515,slide661,,
516,slide662,,
517,slide664,,
518,slide665,,
519,slide666,,
520,slide668,,
521,slide669,,
522,slide670,,
523,slide671,,
524,slide672,,
525,slide673,,
526,slide674,,
527,slide675,,
528,slide676,,
529,slide677,,
530,slide679,,
531,slide680,,
532,slide681,,
533,slide682,,
534,slide684,,
535,slide685,,
536,slide686,,
537,slide687,,
538,slide688,,
539,slide689,,
540,slide690,,
541,slide691,,
542,slide693,,
543,slide694,,
544,slide695,,
545,slide696,,
546,slide697,,
547,slide699,,
548,slide700,,
549,slide701,,
550,slide703,,
551,slide704,,
552,slide705,,
553,slide706,,
554,slide707,,
555,slide708,,
556,slide709,,
557,slide710,,
558,slide711,,
559,slide712,,
560,slide713,,
561,slide714,,
562,slide715,,
563,slide716,,
564,slide717,,
565,slide718,,
566,slide719,,
567,slide721,,
568,slide722,,
569,slide723,,
570,slide725,,
571,slide726,,
572,slide727,,
573,slide728,,
574,slide729,,
575,slide730,,
576,slide731,,
577,slide732,,
578,slide733,,
579,slide734,,
580,slide735,,
581,slide736,,
582,slide737,,
583,slide738,,
584,slide739,,
585,slide740,,
586,slide741,,
587,slide743,,
588,slide744,,
589,slide746,,
590,slide748,,
591,slide752,,
592,slide753,,
593,slide1000,,
594,slide1002,,
595,slide1003,,
596,slide1005,,
597,slide1006,,
598,slide1010,,
599,slide1011,,
600,slide1012,,
601,slide1013,,
602,slide1014,,
603,slide1017,,
604,slide1019,,
605,slide1020,,
606,slide1021,,
607,slide1022,,
608,slide1023,,
609,slide1024,,
610,slide1026,,
611,slide1027,,
612,slide1028,,
613,slide1031,,
614,slide1032,,
615,slide1033,,
616,slide1034,,
617,slide1035,,
618,slide1036,,
619,slide1037,,
620,slide1038,,
621,slide1040,,
622,slide1041,,
623,slide1043,,
624,slide1044,,
625,slide1045,,
626,slide1047,,
627,slide1048,,
628,slide1049,,
629,slide1051,,
630,slide1052,,
631,slide1053,,
632,slide1054,,
633,slide1055,,
634,slide1056,,
635,slide1058,,
