,train,val,test
0,slide1,slide34,slide7
1,slide2,slide50,slide22
2,slide3,slide62,slide24
3,slide4,slide69,slide28
4,slide5,slide87,slide40
5,slide6,slide94,slide57
6,slide10,slide116,slide58
7,slide11,slide117,slide59
8,slide12,slide128,slide63
9,slide13,slide131,slide72
10,slide14,slide154,slide90
11,slide15,slide156,slide106
12,slide16,slide162,slide109
13,slide17,slide169,slide110
14,slide18,slide180,slide118
15,slide19,slide181,slide120
16,slide20,slide194,slide129
17,slide21,slide222,slide136
18,slide23,slide239,slide143
19,slide25,slide243,slide153
20,slide26,slide247,slide159
21,slide27,slide266,slide160
22,slide29,slide270,slide192
23,slide30,slide285,slide203
24,slide31,slide303,slide218
25,slide32,slide306,slide231
26,slide33,slide319,slide244
27,slide35,slide343,slide245
28,slide36,slide351,slide252
29,slide37,slide358,slide263
30,slide38,slide359,slide289
31,slide39,slide388,slide290
32,slide41,slide390,slide296
33,slide42,slide422,slide307
34,slide43,slide433,slide332
35,slide44,slide456,slide336
36,slide45,slide457,slide355
37,slide46,slide460,slide375
38,slide47,slide483,slide383
39,slide48,slide493,slide386
40,slide49,slide495,slide398
41,slide51,slide502,slide401
42,slide52,slide509,slide414
43,slide53,slide518,slide415
44,slide54,slide527,slide437
45,slide55,slide528,slide449
46,slide56,slide532,slide453
47,slide60,slide534,slide464
48,slide61,slide537,slide468
49,slide64,slide541,slide490
50,slide65,slide542,slide500
51,slide66,slide544,slide511
52,slide67,slide547,slide523
53,slide68,slide573,slide525
54,slide70,slide574,slide529
55,slide71,slide579,slide540
56,slide73,slide591,slide552
57,slide74,slide596,slide554
58,slide75,slide617,slide568
59,slide100,slide619,slide569
60,slide101,slide638,slide582
61,slide102,slide651,slide589
62,slide103,slide675,slide598
63,slide104,slide679,slide608
64,slide105,slide682,slide609
65,slide107,slide687,slide627
66,slide108,slide697,slide628
67,slide111,slide732,slide647
68,slide112,slide744,slide655
69,slide113,slide746,slide658
70,slide114,slide747,slide659
71,slide115,slide751,slide670
72,slide119,slide761,slide672
73,slide121,slide762,slide689
74,slide122,slide766,slide699
75,slide123,slide768,slide700
76,slide124,slide770,slide703
77,slide125,slide774,slide705
78,slide126,slide804,slide713
79,slide127,slide805,slide722
80,slide130,slide810,slide725
81,slide132,slide818,slide745
82,slide133,slide820,slide758
83,slide134,slide831,slide759
84,slide135,slide835,slide779
85,slide137,slide863,slide781
86,slide138,slide873,slide784
87,slide139,slide901,slide785
88,slide140,slide905,slide792
89,slide141,slide921,slide844
90,slide142,slide947,slide848
91,slide144,slide949,slide870
92,slide145,slide951,slide871
93,slide146,slide953,slide872
94,slide147,slide969,slide889
95,slide148,slide973,slide902
96,slide149,slide980,slide908
97,slide150,slide987,slide968
98,slide151,slide989,slide974
99,slide152,slide995,slide977
100,slide155,slide1011,slide981
101,slide157,slide1022,slide988
102,slide158,slide1025,slide990
103,slide161,slide1043,slide996
104,slide163,slide1044,slide1040
105,slide164,slide1053,slide1054
106,slide165,,
107,slide166,,
108,slide167,,
109,slide168,,
110,slide170,,
111,slide171,,
112,slide172,,
113,slide173,,
114,slide174,,
115,slide175,,
116,slide176,,
117,slide177,,
118,slide178,,
119,slide179,,
120,slide182,,
121,slide183,,
122,slide184,,
123,slide185,,
124,slide186,,
125,slide187,,
126,slide188,,
127,slide189,,
128,slide190,,
129,slide191,,
130,slide193,,
131,slide195,,
132,slide196,,
133,slide197,,
134,slide198,,
135,slide199,,
136,slide200,,
137,slide201,,
138,slide202,,
139,slide204,,
140,slide205,,
141,slide206,,
142,slide207,,
143,slide208,,
144,slide209,,
145,slide210,,
146,slide211,,
147,slide212,,
148,slide213,,
149,slide214,,
150,slide215,,
151,slide216,,
152,slide217,,
153,slide219,,
154,slide220,,
155,slide221,,
156,slide223,,
157,slide224,,
158,slide225,,
159,slide226,,
160,slide227,,
161,slide228,,
162,slide229,,
163,slide230,,
164,slide232,,
165,slide233,,
166,slide234,,
167,slide235,,
168,slide236,,
169,slide237,,
170,slide238,,
171,slide240,,
172,slide241,,
173,slide242,,
174,slide246,,
175,slide248,,
176,slide249,,
177,slide250,,
178,slide251,,
179,slide253,,
180,slide254,,
181,slide255,,
182,slide256,,
183,slide257,,
184,slide258,,
185,slide259,,
186,slide260,,
187,slide261,,
188,slide262,,
189,slide264,,
190,slide265,,
191,slide267,,
192,slide268,,
193,slide269,,
194,slide271,,
195,slide272,,
196,slide273,,
197,slide274,,
198,slide275,,
199,slide276,,
200,slide277,,
201,slide278,,
202,slide279,,
203,slide280,,
204,slide281,,
205,slide282,,
206,slide283,,
207,slide284,,
208,slide286,,
209,slide287,,
210,slide288,,
211,slide291,,
212,slide292,,
213,slide293,,
214,slide294,,
215,slide295,,
216,slide297,,
217,slide298,,
218,slide299,,
219,slide300,,
220,slide301,,
221,slide302,,
222,slide304,,
223,slide305,,
224,slide308,,
225,slide309,,
226,slide310,,
227,slide311,,
228,slide312,,
229,slide313,,
230,slide314,,
231,slide315,,
232,slide316,,
233,slide317,,
234,slide318,,
235,slide320,,
236,slide321,,
237,slide322,,
238,slide323,,
239,slide324,,
240,slide325,,
