,train,val,test
0,slide1,slide9,slide16
1,slide2,slide13,slide30
2,slide3,slide15,slide35
3,slide4,slide22,slide39
4,slide5,slide46,slide42
5,slide6,slide49,slide51
6,slide7,slide55,slide54
7,slide10,slide56,slide67
8,slide11,slide61,slide68
9,slide12,slide70,slide80
10,slide14,slide76,slide86
11,slide17,slide89,slide112
12,slide18,slide93,slide114
13,slide19,slide96,slide142
14,slide20,slide107,slide144
15,slide21,slide113,slide157
16,slide23,slide136,slide165
17,slide24,slide161,slide166
18,slide25,slide190,slide171
19,slide26,slide193,slide175
20,slide27,slide195,slide185
21,slide28,slide200,slide196
22,slide29,slide206,slide215
23,slide31,slide210,slide223
24,slide32,slide234,slide233
25,slide33,slide240,slide245
26,slide34,slide241,slide248
27,slide36,slide250,slide253
28,slide37,slide256,slide255
29,slide38,slide259,slide260
30,slide40,slide282,slide264
31,slide41,slide283,slide272
32,slide43,slide290,slide276
33,slide44,slide292,slide295
34,slide45,slide303,slide298
35,slide47,slide307,slide324
36,slide48,slide338,slide346
37,slide50,slide343,slide349
38,slide52,slide355,slide351
39,slide53,slide358,slide356
40,slide57,slide360,slide361
41,slide58,slide383,slide375
42,slide59,slide391,slide392
43,slide60,slide394,slide420
44,slide62,slide406,slide426
45,slide63,slide407,slide435
46,slide64,slide427,slide449
47,slide65,slide451,slide466
48,slide66,slide454,slide473
49,slide69,slide458,slide476
50,slide71,slide478,slide493
51,slide72,slide488,slide510
52,slide73,slide499,slide519
53,slide74,slide511,slide526
54,slide75,slide514,slide552
55,slide100,slide529,slide568
56,slide101,slide535,slide572
57,slide102,slide544,slide576
58,slide103,slide551,slide585
59,slide104,slide617,slide591
60,slide105,slide625,slide597
61,slide106,slide630,slide599
62,slide108,slide633,slide611
63,slide109,slide660,slide626
64,slide110,slide663,slide640
65,slide111,slide667,slide643
66,slide115,slide679,slide652
67,slide116,slide684,slide654
68,slide117,slide689,slide658
69,slide118,slide690,slide671
70,slide119,slide703,slide676
71,slide120,slide712,slide715
72,slide121,slide724,slide718
73,slide122,slide726,slide736
74,slide123,slide740,slide760
75,slide124,slide745,slide766
76,slide125,slide746,slide772
77,slide126,slide780,slide779
78,slide127,slide791,slide781
79,slide128,slide803,slide799
80,slide129,slide804,slide829
81,slide130,slide820,slide834
82,slide131,slide830,slide835
83,slide132,slide844,slide852
84,slide133,slide867,slide853
85,slide134,slide884,slide869
86,slide135,slide893,slide870
87,slide137,slide899,slide877
88,slide138,slide927,slide892
89,slide139,slide934,slide898
90,slide140,slide939,slide907
91,slide141,slide942,slide915
92,slide143,slide945,slide946
93,slide145,slide948,slide947
94,slide146,slide949,slide961
95,slide147,slide955,slide966
96,slide148,slide959,slide978
97,slide149,slide968,slide996
98,slide150,slide971,slide1000
99,slide151,slide988,slide1008
100,slide152,slide1005,slide1022
101,slide153,slide1013,slide1025
102,slide154,slide1029,slide1027
103,slide155,slide1042,slide1041
104,slide156,slide1049,slide1045
105,slide158,slide1052,slide1051
106,slide159,,
107,slide160,,
108,slide162,,
109,slide163,,
110,slide164,,
111,slide167,,
112,slide168,,
113,slide169,,
114,slide170,,
115,slide172,,
116,slide173,,
117,slide174,,
118,slide176,,
119,slide177,,
120,slide178,,
121,slide179,,
122,slide180,,
123,slide181,,
124,slide182,,
125,slide183,,
126,slide184,,
127,slide186,,
128,slide187,,
129,slide188,,
130,slide189,,
131,slide191,,
132,slide192,,
133,slide194,,
134,slide197,,
135,slide198,,
136,slide199,,
137,slide201,,
138,slide202,,
139,slide203,,
140,slide204,,
141,slide205,,
142,slide207,,
143,slide208,,
144,slide209,,
145,slide211,,
146,slide212,,
147,slide213,,
148,slide214,,
149,slide216,,
150,slide217,,
151,slide218,,
152,slide219,,
153,slide220,,
154,slide221,,
155,slide222,,
156,slide224,,
157,slide225,,
158,slide226,,
159,slide227,,
160,slide228,,
161,slide229,,
162,slide230,,
163,slide231,,
164,slide232,,
165,slide235,,
166,slide236,,
167,slide237,,
168,slide238,,
169,slide239,,
170,slide242,,
171,slide243,,
172,slide244,,
173,slide246,,
174,slide247,,
175,slide249,,
176,slide251,,
177,slide252,,
178,slide254,,
179,slide257,,
180,slide258,,
181,slide261,,
182,slide262,,
183,slide263,,
184,slide265,,
185,slide266,,
186,slide267,,
187,slide268,,
188,slide269,,
189,slide270,,
190,slide271,,
191,slide273,,
192,slide274,,
193,slide275,,
194,slide277,,
195,slide278,,
196,slide279,,
197,slide280,,
198,slide281,,
199,slide284,,
200,slide285,,
201,slide286,,
202,slide287,,
203,slide288,,
204,slide289,,
205,slide291,,
206,slide293,,
207,slide294,,
208,slide296,,
209,slide297,,
210,slide299,,
211,slide300,,
212,slide301,,
213,slide302,,
214,slide304,,
215,slide305,,
216,slide306,,
217,slide308,,
218,slide309,,
219,slide310,,
220,slide311,,
221,slide312,,
222,slide313,,
223,slide314,,
224,slide315,,
225,slide316,,
226,slide317,,
227,slide318,,
228,slide319,,
229,slide320,,
230,slide321,,
231,slide322,,
232,slide323,,
233,slide325,,
234,slide326,,
235,slide327,,
236,slide328,,
237,slide329,,
238,slide330,,
239,slide331,,
240,slide332,,
241,slide333,,
242,slide334,,
243,slide335,,
244,slide336,,
245,slide337,,
246,slide339,,
247,slide340,,
248,slide341,,
249,slide342,,
250,slide344,,
251,slide345,,
252,slide347,,
253,slide348,,
254,slide350,,
255,slide352,,
256,slide353,,
257,slide354,,
258,slide357,,
259,slide359,,
260,slide362,,
261,slide363,,
262,slide364,,
263,slide365,,
264,slide366,,
265,slide367,,
266,slide368,,
267,slide369,,
268,slide370,,
269,slide371,,
270,slide372,,
271,slide373,,
272,slide374,,
273,slide376,,
274,slide377,,
275,slide378,,
276,slide379,,
277,slide380,,
278,slide381,,
279,slide382,,
280,slide384,,
281,slide385,,
282,slide386,,
283,slide387,,
284,slide388,,
285,slide389,,
286,slide390,,
287,slide393,,
288,slide395,,
289,slide396,,
290,slide397,,
291,slide398,,
292,slide399,,
293,slide400,,
294,slide401,,
295,slide402,,
296,slide403,,
297,slide404,,
298,slide405,,
299,slide408,,
300,slide409,,
301,slide410,,
302,slide411,,
303,slide412,,
304,slide413,,
305,slide414,,
306,slide415,,
307,slide416,,
308,slide417,,
309,slide418,,
310,slide419,,
311,slide421,,
312,slide422,,
313,slide423,,
314,slide424,,
315,slide425,,
316,slide428,,
317,slide429,,
318,slide430,,
319,slide431,,
320,slide432,,
321,slide433,,
322,slide434,,
323,slide436,,
324,slide437,,
325,slide438,,
326,slide439,,
327,slide440,,
328,slide441,,
329,slide442,,
330,slide443,,
331,slide444,,
332,slide445,,
333,slide446,,
334,slide447,,
335,slide448,,
336,slide450,,
337,slide452,,
338,slide453,,
339,slide455,,
340,slide456,,
341,slide457,,
342,slide459,,
343,slide460,,
344,slide461,,
345,slide462,,
346,slide463,,
347,slide464,,
348,slide465,,
349,slide467,,
350,slide468,,
351,slide469,,
352,slide470,,
353,slide471,,
354,slide472,,
355,slide474,,
356,slide475,,
357,slide477,,
358,slide479,,
359,slide480,,
360,slide481,,
361,slide482,,
362,slide483,,
363,slide484,,
364,slide485,,
365,slide486,,
366,slide487,,
367,slide489,,
368,slide490,,
369,slide491,,
370,slide492,,
371,slide494,,
372,slide495,,
373,slide496,,
374,slide497,,
375,slide498,,
376,slide500,,
377,slide501,,
378,slide502,,
379,slide503,,
380,slide504,,
381,slide505,,
382,slide506,,
383,slide507,,
384,slide508,,
385,slide509,,
386,slide512,,
387,slide513,,
388,slide515,,
389,slide516,,
390,slide517,,
391,slide518,,
392,slide520,,
393,slide521,,
394,slide522,,
395,slide523,,
396,slide524,,
397,slide525,,
398,slide527,,
399,slide528,,
400,slide530,,
401,slide531,,
402,slide532,,
403,slide533,,
404,slide534,,
405,slide536,,
