,train,val,test
0,slide1,slide3,slide11
1,slide2,slide16,slide22
2,slide4,slide21,slide41
3,slide5,slide35,slide42
4,slide6,slide39,slide48
5,slide10,slide50,slide53
6,slide12,slide54,slide72
7,slide13,slide66,slide80
8,slide14,slide103,slide81
9,slide15,slide112,slide88
10,slide17,slide123,slide96
11,slide18,slide138,slide131
12,slide19,slide165,slide136
13,slide20,slide184,slide147
14,slide23,slide199,slide155
15,slide24,slide210,slide163
16,slide25,slide219,slide164
17,slide26,slide228,slide174
18,slide27,slide233,slide183
19,slide28,slide239,slide203
20,slide29,slide253,slide217
21,slide30,slide254,slide237
22,slide31,slide263,slide245
23,slide32,slide271,slide247
24,slide33,slide286,slide260
25,slide34,slide296,slide276
26,slide36,slide322,slide293
27,slide37,slide325,slide300
28,slide38,slide329,slide312
29,slide40,slide332,slide314
30,slide43,slide337,slide320
31,slide44,slide339,slide330
32,slide45,slide352,slide354
33,slide46,slide394,slide365
34,slide47,slide400,slide374
35,slide49,slide418,slide390
36,slide51,slide431,slide423
37,slide52,slide470,slide426
38,slide55,slide485,slide432
39,slide56,slide486,slide450
40,slide57,slide487,slide460
41,slide58,slide493,slide474
42,slide59,slide512,slide476
43,slide60,slide516,slide509
44,slide100,slide520,slide515
45,slide101,slide538,slide524
46,slide102,slide550,slide533
47,slide104,slide560,slide534
48,slide105,slide592,slide536
49,slide106,slide597,slide555
50,slide107,slide599,slide556
51,slide108,slide621,slide567
52,slide109,slide624,slide568
53,slide110,slide632,slide602
54,slide111,slide641,slide611
55,slide113,slide649,slide628
56,slide114,slide654,slide630
57,slide115,slide671,slide637
58,slide116,slide684,slide639
59,slide117,slide686,slide650
60,slide118,slide689,slide658
61,slide119,slide694,slide664
62,slide120,slide699,slide666
63,slide121,slide700,slide672
64,slide122,slide707,slide681
65,slide124,slide724,slide683
66,slide125,slide757,slide705
67,slide126,slide767,slide727
68,slide127,slide778,slide735
69,slide128,slide788,slide744
70,slide129,slide796,slide746
71,slide130,slide805,slide749
72,slide132,slide813,slide756
73,slide133,slide818,slide761
74,slide134,slide833,slide762
75,slide135,slide850,slide771
76,slide137,slide853,slide776
77,slide139,slide858,slide782
78,slide140,slide862,slide786
79,slide141,slide870,slide801
80,slide142,slide881,slide803
81,slide143,slide884,slide817
82,slide144,slide887,slide836
83,slide145,slide891,slide845
84,slide146,slide913,slide873
85,slide148,slide914,slide877
86,slide149,slide930,slide888
87,slide150,slide937,slide900
88,slide151,slide940,slide911
89,slide152,slide948,slide922
90,slide153,slide952,slide929
91,slide154,slide954,slide936
92,slide156,slide963,slide943
93,slide157,slide965,slide962
94,slide158,slide966,slide974
95,slide159,slide970,slide976
96,slide160,slide978,slide977
97,slide161,slide1005,slide979
98,slide162,slide1006,slide989
99,slide166,slide1012,slide998
100,slide167,slide1021,slide1002
101,slide168,slide1025,slide1007
102,slide169,slide1031,slide1017
103,slide170,slide1042,slide1024
104,slide171,slide1045,slide1026
105,slide172,slide1055,slide1054
106,slide173,,
107,slide175,,
108,slide176,,
109,slide177,,
110,slide178,,
111,slide179,,
112,slide180,,
113,slide181,,
114,slide182,,
115,slide185,,
116,slide186,,
117,slide187,,
118,slide188,,
119,slide189,,
120,slide190,,
121,slide191,,
122,slide192,,
123,slide193,,
124,slide194,,
125,slide195,,
126,slide196,,
127,slide197,,
128,slide198,,
129,slide200,,
130,slide201,,
131,slide202,,
132,slide204,,
133,slide205,,
134,slide206,,
135,slide207,,
136,slide208,,
137,slide209,,
138,slide211,,
139,slide212,,
140,slide213,,
141,slide214,,
142,slide215,,
143,slide216,,
144,slide218,,
145,slide220,,
146,slide221,,
147,slide222,,
148,slide223,,
149,slide224,,
150,slide225,,
151,slide226,,
152,slide227,,
153,slide229,,
154,slide230,,
155,slide231,,
156,slide232,,
157,slide234,,
158,slide235,,
159,slide236,,
160,slide238,,
161,slide240,,
162,slide241,,
163,slide242,,
164,slide243,,
165,slide244,,
166,slide246,,
167,slide248,,
168,slide249,,
169,slide250,,
170,slide251,,
171,slide252,,
172,slide255,,
173,slide256,,
174,slide257,,
175,slide258,,
176,slide259,,
177,slide261,,
178,slide262,,
179,slide264,,
180,slide265,,
181,slide266,,
182,slide267,,
183,slide268,,
184,slide269,,
185,slide270,,
186,slide272,,
187,slide273,,
188,slide274,,
189,slide275,,
190,slide277,,
191,slide278,,
192,slide279,,
193,slide280,,
194,slide281,,
195,slide282,,
196,slide283,,
197,slide284,,
198,slide285,,
199,slide287,,
200,slide288,,
201,slide289,,
202,slide290,,
203,slide291,,
204,slide292,,
205,slide294,,
206,slide295,,
207,slide297,,
208,slide298,,
209,slide299,,
210,slide301,,
211,slide302,,
212,slide303,,
213,slide304,,
214,slide305,,
215,slide306,,
216,slide307,,
217,slide308,,
218,slide309,,
219,slide310,,
220,slide311,,
221,slide313,,
222,slide315,,
223,slide316,,
224,slide317,,
225,slide318,,
226,slide319,,
227,slide321,,
228,slide323,,
229,slide324,,
230,slide326,,
231,slide327,,
232,slide328,,
233,slide331,,
234,slide333,,
235,slide334,,
236,slide335,,
237,slide336,,
238,slide338,,
239,slide340,,
240,slide341,,
241,slide342,,
242,slide343,,
243,slide344,,
244,slide345,,
245,slide346,,
246,slide347,,
247,slide348,,
248,slide349,,
249,slide350,,
250,slide351,,
251,slide353,,
252,slide355,,
253,slide356,,
254,slide357,,
255,slide358,,
256,slide359,,
257,slide360,,
258,slide361,,
259,slide362,,
260,slide363,,
261,slide364,,
262,slide366,,
263,slide367,,
264,slide368,,
265,slide369,,
266,slide370,,
267,slide371,,
268,slide372,,
269,slide373,,
270,slide375,,
271,slide376,,
272,slide377,,
273,slide378,,
274,slide379,,
275,slide380,,
276,slide381,,
277,slide382,,
278,slide383,,
279,slide384,,
280,slide385,,
281,slide386,,
282,slide387,,
283,slide388,,
284,slide389,,
285,slide391,,
286,slide392,,
287,slide393,,
288,slide395,,
289,slide396,,
290,slide397,,
291,slide398,,
292,slide399,,
293,slide401,,
294,slide402,,
295,slide403,,
296,slide404,,
297,slide405,,
298,slide406,,
299,slide407,,
300,slide408,,
