,train,val,test
0,slide1,slide34,slide7
1,slide2,slide50,slide22
2,slide3,slide62,slide24
3,slide4,slide69,slide28
4,slide5,slide87,slide40
5,slide6,slide94,slide57
6,slide10,slide116,slide58
7,slide11,slide117,slide59
8,slide12,slide128,slide63
9,slide13,slide131,slide72
10,slide14,slide154,slide90
11,slide15,slide156,slide106
12,slide16,slide162,slide109
13,slide17,slide169,slide110
14,slide18,slide180,slide118
15,slide19,slide181,slide120
16,slide20,slide194,slide129
17,slide21,slide222,slide136
18,slide23,slide239,slide143
19,slide25,slide243,slide153
20,slide26,slide247,slide159
21,slide27,slide266,slide160
22,slide29,slide270,slide192
23,slide30,slide285,slide203
24,slide31,slide303,slide218
25,slide32,slide306,slide231
26,slide33,slide319,slide244
27,slide35,slide343,slide245
28,slide36,slide351,slide252
29,slide37,slide358,slide263
30,slide38,slide359,slide289
31,slide39,slide388,slide290
32,slide41,slide390,slide296
33,slide42,slide422,slide307
34,slide43,slide433,slide332
35,slide44,slide456,slide336
36,slide45,slide457,slide355
37,slide46,slide460,slide375
38,slide47,slide483,slide383
39,slide48,slide493,slide386
40,slide49,slide495,slide398
41,slide51,slide502,slide401
42,slide52,slide509,slide414
43,slide53,slide518,slide415
44,slide54,slide527,slide437
45,slide55,slide528,slide449
46,slide56,slide532,slide453
47,slide60,slide534,slide464
48,slide61,slide537,slide468
49,slide100,slide541,slide490
50,slide101,slide542,slide500
51,slide102,slide544,slide511
52,slide103,slide547,slide523
53,slide104,slide573,slide525
54,slide105,slide574,slide529
55,slide107,slide579,slide540
56,slide108,slide591,slide552
57,slide111,slide596,slide554
58,slide112,slide617,slide568
59,slide113,slide619,slide569
60,slide114,slide638,slide582
61,slide115,slide651,slide589
62,slide119,slide675,slide598
63,slide121,slide679,slide608
64,slide122,slide682,slide609
65,slide123,slide687,slide627
66,slide124,slide697,slide628
67,slide125,slide732,slide647
68,slide126,slide744,slide655
69,slide127,slide746,slide658
70,slide130,slide747,slide659
71,slide132,slide751,slide670
72,slide133,slide761,slide672
73,slide134,slide762,slide689
74,slide135,slide766,slide699
75,slide137,slide768,slide700
76,slide138,slide770,slide703
77,slide139,slide774,slide705
78,slide140,slide804,slide713
79,slide141,slide805,slide722
80,slide142,slide810,slide725
81,slide144,slide818,slide745
82,slide145,slide820,slide758
83,slide146,slide831,slide759
84,slide147,slide835,slide779
85,slide148,slide863,slide781
86,slide149,slide873,slide784
87,slide150,slide901,slide785
88,slide151,slide905,slide792
89,slide152,slide921,slide844
90,slide155,slide947,slide848
91,slide157,slide949,slide870
92,slide158,slide951,slide871
93,slide161,slide953,slide872
94,slide163,slide969,slide889
95,slide164,slide973,slide902
96,slide165,slide980,slide908
97,slide166,slide987,slide968
98,slide167,slide989,slide974
99,slide168,slide995,slide977
100,slide170,slide1011,slide981
101,slide171,slide1022,slide988
102,slide172,slide1025,slide990
103,slide173,slide1043,slide996
104,slide174,slide1044,slide1040
105,slide175,slide1053,slide1054
106,slide176,,
107,slide177,,
108,slide178,,
109,slide179,,
110,slide182,,
111,slide183,,
112,slide184,,
113,slide185,,
114,slide186,,
115,slide187,,
116,slide188,,
117,slide189,,
118,slide190,,
119,slide191,,
120,slide193,,
121,slide195,,
122,slide196,,
123,slide197,,
124,slide198,,
125,slide199,,
126,slide200,,
127,slide201,,
128,slide202,,
129,slide204,,
130,slide205,,
131,slide206,,
132,slide207,,
133,slide208,,
134,slide209,,
135,slide210,,
136,slide211,,
137,slide212,,
138,slide213,,
139,slide214,,
140,slide215,,
141,slide216,,
142,slide217,,
143,slide219,,
144,slide220,,
145,slide221,,
146,slide223,,
147,slide224,,
148,slide225,,
149,slide226,,
150,slide227,,
151,slide228,,
152,slide229,,
153,slide230,,
154,slide232,,
155,slide233,,
156,slide234,,
157,slide235,,
158,slide236,,
159,slide237,,
160,slide238,,
161,slide240,,
162,slide241,,
163,slide242,,
164,slide246,,
165,slide248,,
166,slide249,,
167,slide250,,
168,slide251,,
169,slide253,,
170,slide254,,
171,slide255,,
172,slide256,,
173,slide257,,
174,slide258,,
175,slide259,,
176,slide260,,
177,slide261,,
178,slide262,,
179,slide264,,
180,slide265,,
181,slide267,,
182,slide268,,
183,slide269,,
184,slide271,,
185,slide272,,
186,slide273,,
187,slide274,,
188,slide275,,
189,slide276,,
190,slide277,,
191,slide278,,
192,slide279,,
193,slide280,,
194,slide281,,
195,slide282,,
196,slide283,,
197,slide284,,
198,slide286,,
199,slide287,,
200,slide288,,
201,slide291,,
202,slide292,,
203,slide293,,
204,slide294,,
205,slide295,,
206,slide297,,
207,slide298,,
208,slide299,,
209,slide300,,
210,slide301,,
211,slide302,,
212,slide304,,
213,slide305,,
214,slide308,,
215,slide309,,
216,slide310,,
217,slide311,,
218,slide312,,
219,slide313,,
220,slide314,,
221,slide315,,
222,slide316,,
223,slide317,,
224,slide318,,
225,slide320,,
226,slide321,,
227,slide322,,
228,slide323,,
229,slide324,,
230,slide325,,
231,slide326,,
232,slide327,,
233,slide328,,
234,slide329,,
235,slide330,,
236,slide331,,
237,slide333,,
238,slide334,,
239,slide335,,
240,slide337,,
