,train,val,test
0,slide1,slide32,slide5
1,slide2,slide42,slide19
2,slide3,slide54,slide20
3,slide4,slide75,slide50
4,slide6,slide81,slide62
5,slide10,slide82,slide67
6,slide11,slide90,slide89
7,slide12,slide92,slide121
8,slide13,slide95,slide127
9,slide14,slide102,slide133
10,slide15,slide111,slide142
11,slide16,slide139,slide143
12,slide17,slide149,slide145
13,slide18,slide152,slide157
14,slide21,slide154,slide175
15,slide22,slide159,slide212
16,slide23,slide164,slide218
17,slide24,slide178,slide238
18,slide25,slide187,slide243
19,slide26,slide199,slide261
20,slide27,slide200,slide284
21,slide28,slide204,slide288
22,slide29,slide208,slide308
23,slide30,slide259,slide322
24,slide31,slide265,slide327
25,slide33,slide267,slide339
26,slide34,slide273,slide344
27,slide35,slide274,slide345
28,slide36,slide277,slide352
29,slide37,slide287,slide357
30,slide38,slide318,slide364
31,slide39,slide320,slide367
32,slide40,slide351,slide371
33,slide41,slide355,slide374
34,slide43,slide360,slide377
35,slide44,slide369,slide386
36,slide45,slide370,slide390
37,slide46,slide376,slide415
38,slide47,slide387,slide417
39,slide48,slide392,slide426
40,slide49,slide395,slide430
41,slide51,slide413,slide435
42,slide52,slide431,slide445
43,slide53,slide434,slide455
44,slide55,slide457,slide462
45,slide56,slide465,slide463
46,slide57,slide480,slide464
47,slide58,slide489,slide473
48,slide59,slide494,slide475
49,slide60,slide495,slide483
50,slide61,slide499,slide493
51,slide100,slide509,slide496
52,slide101,slide517,slide511
53,slide103,slide529,slide513
54,slide104,slide533,slide516
55,slide105,slide538,slide523
56,slide106,slide547,slide525
57,slide107,slide555,slide528
58,slide108,slide562,slide551
59,slide109,slide576,slide556
60,slide110,slide608,slide561
61,slide112,slide613,slide578
62,slide113,slide617,slide597
63,slide114,slide622,slide599
64,slide115,slide640,slide604
65,slide116,slide641,slide606
66,slide117,slide651,slide614
67,slide118,slide654,slide625
68,slide119,slide662,slide653
69,slide120,slide663,slide668
70,slide122,slide680,slide669
71,slide123,slide683,slide670
72,slide124,slide708,slide681
73,slide125,slide729,slide694
74,slide126,slide740,slide697
75,slide128,slide748,slide718
76,slide129,slide752,slide726
77,slide130,slide761,slide732
78,slide131,slide785,slide737
79,slide132,slide792,slide738
80,slide134,slide800,slide768
81,slide135,slide808,slide780
82,slide136,slide819,slide786
83,slide137,slide832,slide807
84,slide138,slide847,slide809
85,slide140,slide849,slide826
86,slide141,slide856,slide837
87,slide144,slide864,slide852
88,slide146,slide873,slide853
