,train,val,test
0,slide1,slide3,slide7
1,slide2,slide11,slide10
2,slide4,slide31,slide20
3,slide5,slide63,slide27
4,slide6,slide85,slide50
5,slide12,slide124,slide69
6,slide13,slide138,slide83
7,slide14,slide159,slide92
8,slide15,slide175,slide95
9,slide16,slide182,slide98
10,slide17,slide193,slide112
11,slide18,slide199,slide120
12,slide19,slide201,slide123
13,slide21,slide202,slide134
14,slide22,slide205,slide149
15,slide23,slide213,slide168
16,slide24,slide223,slide188
17,slide25,slide240,slide195
18,slide26,slide244,slide196
19,slide28,slide249,slide207
20,slide29,slide250,slide234
21,slide30,slide252,slide235
22,slide32,slide270,slide238
23,slide33,slide282,slide265
24,slide34,slide284,slide266
25,slide35,slide290,slide267
26,slide36,slide303,slide283
27,slide37,slide306,slide286
28,slide38,slide330,slide291
29,slide39,slide341,slide298
30,slide40,slide344,slide299
31,slide41,slide353,slide300
32,slide42,slide356,slide331
33,slide43,slide371,slide337
34,slide44,slide374,slide343
35,slide45,slide375,slide348
36,slide46,slide377,slide381
37,slide47,slide397,slide392
38,slide48,slide404,slide393
39,slide49,slide417,slide398
40,slide51,slide419,slide407
41,slide52,slide446,slide412
42,slide53,slide448,slide416
43,slide54,slide464,slide421
44,slide55,slide465,slide422
45,slide56,slide466,slide443
46,slide57,slide470,slide459
47,slide58,slide502,slide491
48,slide59,slide503,slide492
49,slide60,slide510,slide507
50,slide61,slide564,slide520
51,slide100,slide566,slide552
52,slide101,slide571,slide557
53,slide102,slide603,slide577
54,slide103,slide604,slide592
55,slide104,slide614,slide602
56,slide105,slide616,slide610
57,slide106,slide619,slide630
58,slide107,slide622,slide632
59,slide108,slide647,slide635
60,slide109,slide663,slide640
61,slide110,slide667,slide654
62,slide111,slide678,slide656
63,slide113,slide683,slide698
64,slide114,slide692,slide720
65,slide115,slide702,slide724
66,slide116,slide742,slide761
67,slide117,slide745,slide771
68,slide118,slide760,slide788
69,slide119,slide775,slide789
70,slide121,slide777,slide803
71,slide122,slide785,slide809
72,slide125,slide795,slide814
73,slide126,slide797,slide816
74,slide127,slide805,slide828
75,slide128,slide806,slide832
76,slide129,slide812,slide833
77,slide130,slide822,slide834
78,slide131,slide846,slide839
79,slide132,slide848,slide867
80,slide133,slide870,slide868
81,slide135,slide875,slide889
82,slide136,slide876,slide890
83,slide137,slide928,slide900
84,slide139,slide939,slide902
85,slide140,slide943,slide905
86,slide141,slide947,slide910
87,slide142,slide969,slide919
88,slide143,slide978,slide921
89,slide144,slide985,slide923
90,slide145,slide987,slide924
91,slide146,slide991,slide931
92,slide147,slide994,slide932
93,slide148,slide995,slide937
94,slide150,slide1001,slide940
95,slide151,slide1004,slide942
96,slide152,slide1007,slide952
97,slide153,slide1009,slide954
98,slide154,slide1015,slide956
99,slide155,slide1016,slide960
100,slide156,slide1029,slide970
101,slide157,slide1039,slide989
102,slide158,slide1042,slide1008
103,slide160,slide1046,slide1018
104,slide161,slide1050,slide1025
105,slide162,slide1057,slide1030
106,slide163,,
107,slide164,,
108,slide165,,
109,slide166,,
110,slide167,,
111,slide169,,
112,slide170,,
113,slide171,,
114,slide172,,
115,slide173,,
116,slide174,,
117,slide176,,
118,slide177,,
119,slide178,,
120,slide179,,
121,slide180,,
122,slide181,,
123,slide183,,
124,slide184,,
125,slide185,,
126,slide186,,
127,slide187,,
128,slide189,,
129,slide190,,
130,slide191,,
131,slide192,,
132,slide194,,
133,slide197,,
134,slide198,,
135,slide200,,
136,slide203,,
137,slide204,,
138,slide206,,
139,slide208,,
140,slide209,,
141,slide210,,
142,slide211,,
143,slide212,,
144,slide214,,
145,slide215,,
146,slide216,,
147,slide217,,
148,slide218,,
149,slide219,,
150,slide220,,
151,slide221,,
152,slide222,,
153,slide224,,
154,slide225,,
155,slide226,,
156,slide227,,
157,slide228,,
158,slide229,,
159,slide230,,
160,slide231,,
161,slide232,,
162,slide233,,
163,slide236,,
164,slide237,,
165,slide239,,
166,slide241,,
167,slide242,,
168,slide243,,
169,slide245,,
170,slide246,,
171,slide247,,
172,slide248,,
173,slide251,,
174,slide253,,
175,slide254,,
176,slide255,,
177,slide256,,
178,slide257,,
179,slide258,,
180,slide259,,
181,slide260,,
182,slide261,,
183,slide262,,
184,slide263,,
185,slide264,,
186,slide268,,
187,slide269,,
188,slide271,,
189,slide272,,
190,slide273,,
191,slide274,,
192,slide275,,
193,slide276,,
194,slide277,,
195,slide278,,
196,slide279,,
197,slide280,,
198,slide281,,
199,slide285,,
200,slide287,,
201,slide288,,
202,slide289,,
203,slide292,,
204,slide293,,
205,slide294,,
206,slide295,,
207,slide296,,
208,slide297,,
209,slide301,,
210,slide302,,
211,slide304,,
212,slide305,,
213,slide307,,
214,slide308,,
215,slide309,,
216,slide310,,
217,slide311,,
218,slide312,,
219,slide313,,
220,slide314,,
221,slide315,,
222,slide316,,
223,slide317,,
224,slide318,,
225,slide319,,
226,slide320,,
227,slide321,,
228,slide322,,
229,slide323,,
230,slide324,,
231,slide325,,
232,slide326,,
233,slide327,,
234,slide328,,
235,slide329,,
236,slide332,,
237,slide333,,
238,slide334,,
239,slide335,,
240,slide336,,
241,slide338,,
242,slide339,,
243,slide340,,
244,slide342,,
245,slide345,,
246,slide346,,
247,slide347,,
248,slide349,,
249,slide350,,
250,slide351,,
251,slide352,,
252,slide354,,
253,slide355,,
254,slide357,,
255,slide358,,
256,slide359,,
257,slide360,,
258,slide361,,
259,slide362,,
260,slide363,,
261,slide364,,
262,slide365,,
263,slide366,,
264,slide367,,
265,slide368,,
266,slide369,,
267,slide370,,
268,slide372,,
269,slide373,,
270,slide376,,
271,slide378,,
272,slide379,,
273,slide380,,
274,slide382,,
275,slide383,,
276,slide384,,
277,slide385,,
278,slide386,,
279,slide387,,
280,slide388,,
281,slide389,,
282,slide390,,
283,slide391,,
284,slide394,,
285,slide395,,
286,slide396,,
287,slide399,,
288,slide400,,
289,slide401,,
290,slide402,,
291,slide403,,
292,slide405,,
293,slide406,,
294,slide408,,
295,slide409,,
296,slide410,,
297,slide411,,
298,slide413,,
299,slide414,,
300,slide415,,
301,slide418,,
302,slide420,,
303,slide423,,
304,slide424,,
305,slide425,,
306,slide426,,
307,slide427,,
308,slide428,,
309,slide429,,
310,slide430,,
311,slide431,,
312,slide432,,
313,slide433,,
314,slide434,,
315,slide435,,
316,slide436,,
317,slide437,,
318,slide438,,
319,slide439,,
320,slide440,,
321,slide441,,
322,slide442,,
323,slide444,,
324,slide445,,
325,slide447,,
326,slide449,,
327,slide450,,
328,slide451,,
329,slide452,,
330,slide453,,
331,slide454,,
332,slide455,,
333,slide456,,
334,slide457,,
335,slide458,,
336,slide460,,
337,slide461,,
338,slide462,,
339,slide463,,
340,slide467,,
341,slide468,,
342,slide469,,
343,slide471,,
344,slide472,,
345,slide473,,
346,slide474,,
347,slide475,,
348,slide476,,
349,slide477,,
350,slide478,,
351,slide479,,
352,slide480,,
353,slide481,,
354,slide482,,
355,slide483,,
356,slide484,,
357,slide485,,
358,slide486,,
359,slide487,,
360,slide488,,
361,slide489,,
362,slide490,,
363,slide493,,
364,slide494,,
365,slide495,,
366,slide496,,
367,slide497,,
368,slide498,,
369,slide499,,
370,slide500,,
371,slide501,,
372,slide504,,
373,slide505,,
374,slide506,,
375,slide508,,
376,slide509,,
377,slide511,,
378,slide512,,
379,slide513,,
380,slide514,,
381,slide515,,
382,slide516,,
383,slide517,,
384,slide518,,
385,slide519,,
386,slide521,,
387,slide522,,
388,slide523,,
389,slide524,,
390,slide525,,
391,slide526,,
392,slide527,,
393,slide528,,
394,slide529,,
395,slide530,,
396,slide531,,
397,slide532,,
398,slide533,,
399,slide534,,
400,slide535,,
401,slide536,,
402,slide537,,
403,slide538,,
404,slide539,,
405,slide540,,
406,slide541,,
407,slide542,,
408,slide543,,
409,slide544,,
410,slide545,,
411,slide546,,
412,slide547,,
413,slide548,,
414,slide549,,
415,slide550,,
416,slide551,,
417,slide553,,
418,slide554,,
419,slide555,,
420,slide556,,
421,slide558,,
422,slide559,,
423,slide560,,
424,slide561,,
425,slide562,,
426,slide563,,
427,slide565,,
428,slide567,,
429,slide568,,
430,slide569,,
431,slide570,,
432,slide572,,
433,slide573,,
434,slide574,,
435,slide575,,
436,slide576,,
437,slide578,,
438,slide579,,
439,slide580,,
440,slide581,,
441,slide582,,
442,slide583,,
443,slide584,,
444,slide585,,
445,slide586,,
446,slide587,,
447,slide588,,
448,slide589,,
449,slide590,,
450,slide591,,
451,slide593,,
452,slide594,,
453,slide595,,
454,slide596,,
455,slide597,,
456,slide598,,
457,slide599,,
458,slide600,,
459,slide605,,
460,slide606,,
461,slide611,,
462,slide615,,
463,slide618,,
464,slide624,,
465,slide1000,,
466,slide1002,,
467,slide1003,,
468,slide1005,,
469,slide1006,,
470,slide1010,,
471,slide1011,,
472,slide1012,,
473,slide1013,,
474,slide1014,,
475,slide1017,,
476,slide1019,,
477,slide1020,,
478,slide1021,,
479,slide1022,,
480,slide1023,,
481,slide1024,,
482,slide1026,,
483,slide1027,,
484,slide1028,,
485,slide1031,,
486,slide1032,,
487,slide1033,,
488,slide1034,,
489,slide1035,,
490,slide1036,,
491,slide1037,,
492,slide1038,,
493,slide1040,,
494,slide1041,,
495,slide1043,,
496,slide1044,,
497,slide1045,,
498,slide1047,,
499,slide1048,,
500,slide1049,,
501,slide1051,,
502,slide1052,,
503,slide1053,,
504,slide1054,,
505,slide1055,,
506,slide1056,,
507,slide1058,,
