,train,val,test
0,slide1,slide8,slide16
1,slide2,slide11,slide18
2,slide3,slide28,slide54
3,slide4,slide41,slide63
4,slide5,slide46,slide65
5,slide6,slide75,slide66
6,slide10,slide79,slide76
7,slide12,slide123,slide86
8,slide13,slide138,slide91
9,slide14,slide149,slide102
10,slide15,slide153,slide104
11,slide17,slide168,slide114
12,slide19,slide173,slide115
13,slide20,slide185,slide121
14,slide21,slide191,slide122
15,slide22,slide219,slide133
16,slide23,slide229,slide164
17,slide24,slide234,slide171
18,slide25,slide255,slide184
19,slide26,slide258,slide186
20,slide27,slide269,slide195
21,slide29,slide279,slide201
22,slide30,slide300,slide206
23,slide31,slide304,slide224
24,slide32,slide305,slide245
25,slide33,slide306,slide247
26,slide34,slide315,slide261
27,slide35,slide317,slide265
28,slide36,slide320,slide275
29,slide37,slide321,slide301
30,slide38,slide338,slide307
31,slide39,slide341,slide324
32,slide40,slide347,slide329
33,slide42,slide354,slide335
34,slide43,slide392,slide342
35,slide44,slide405,slide351
36,slide45,slide410,slide369
37,slide47,slide414,slide377
38,slide48,slide425,slide396
39,slide49,slide428,slide404
40,slide50,slide437,slide421
41,slide51,slide443,slide426
42,slide52,slide455,slide439
43,slide53,slide456,slide453
44,slide55,slide462,slide464
45,slide56,slide474,slide470
46,slide57,slide478,slide475
47,slide58,slide485,slide476
48,slide59,slide488,slide495
49,slide60,slide503,slide496
50,slide61,slide508,slide515
51,slide62,slide522,slide529
52,slide100,slide531,slide535
53,slide101,slide536,slide540
54,slide103,slide555,slide544
55,slide105,slide559,slide546
56,slide106,slide580,slide551
57,slide107,slide590,slide554
58,slide108,slide595,slide576
59,slide109,slide607,slide581
60,slide110,slide621,slide586
61,slide111,slide638,slide593
62,slide112,slide639,slide602
63,slide113,slide643,slide629
64,slide116,slide647,slide636
65,slide117,slide661,slide645
66,slide118,slide688,slide650
67,slide119,slide700,slide663
68,slide120,slide709,slide679
69,slide124,slide710,slide689
70,slide125,slide715,slide695
71,slide126,slide721,slide697
72,slide127,slide731,slide705
73,slide128,slide742,slide722
74,slide129,slide749,slide724
75,slide130,slide751,slide734
76,slide131,slide756,slide746
77,slide132,slide770,slide754
78,slide134,slide771,slide761
79,slide135,slide791,slide762
80,slide136,slide794,slide772
81,slide137,slide809,slide779
82,slide139,slide817,slide781
83,slide140,slide818,slide783
84,slide141,slide823,slide799
85,slide142,slide831,slide834
86,slide143,slide836,slide848
87,slide144,slide853,slide851
88,slide145,slide856,slide870
89,slide146,slide860,slide881
90,slide147,slide861,slide923
91,slide148,slide895,slide933
92,slide150,slide904,slide947
93,slide151,slide906,slide966
94,slide152,slide909,slide971
95,slide154,slide928,slide987
96,slide155,slide981,slide988
97,slide156,slide996,slide999
98,slide157,slide1004,slide1006
99,slide158,slide1010,slide1007
100,slide159,slide1015,slide1012
101,slide160,slide1021,slide1017
102,slide161,slide1030,slide1020
103,slide162,slide1033,slide1031
104,slide163,slide1036,slide1050
105,slide165,slide1051,slide1054
106,slide166,,
107,slide167,,
108,slide169,,
109,slide170,,
110,slide172,,
111,slide174,,
112,slide175,,
113,slide176,,
114,slide177,,
115,slide178,,
116,slide179,,
117,slide180,,
118,slide181,,
119,slide182,,
120,slide183,,
121,slide187,,
122,slide188,,
123,slide189,,
124,slide190,,
125,slide192,,
126,slide193,,
127,slide194,,
128,slide196,,
129,slide197,,
130,slide198,,
131,slide199,,
132,slide200,,
133,slide202,,
134,slide203,,
135,slide204,,
136,slide205,,
137,slide207,,
138,slide208,,
139,slide209,,
140,slide210,,
141,slide211,,
142,slide212,,
143,slide213,,
144,slide214,,
145,slide215,,
146,slide216,,
147,slide217,,
148,slide218,,
149,slide220,,
150,slide221,,
151,slide222,,
152,slide223,,
153,slide225,,
154,slide226,,
155,slide227,,
156,slide228,,
157,slide230,,
158,slide231,,
159,slide232,,
160,slide233,,
161,slide235,,
162,slide236,,
163,slide237,,
164,slide238,,
165,slide239,,
166,slide240,,
167,slide241,,
168,slide242,,
169,slide243,,
170,slide244,,
171,slide246,,
172,slide248,,
173,slide249,,
174,slide250,,
175,slide251,,
176,slide252,,
177,slide253,,
178,slide254,,
179,slide256,,
180,slide257,,
181,slide259,,
182,slide260,,
183,slide262,,
184,slide263,,
185,slide264,,
186,slide266,,
187,slide267,,
188,slide268,,
189,slide270,,
190,slide271,,
191,slide272,,
192,slide273,,
193,slide274,,
194,slide276,,
195,slide277,,
196,slide278,,
197,slide280,,
198,slide281,,
199,slide282,,
200,slide283,,
201,slide284,,
202,slide285,,
203,slide286,,
204,slide287,,
205,slide288,,
206,slide289,,
207,slide290,,
208,slide291,,
209,slide292,,
210,slide293,,
211,slide294,,
212,slide295,,
213,slide296,,
214,slide297,,
215,slide298,,
216,slide299,,
217,slide302,,
218,slide303,,
219,slide308,,
220,slide309,,
221,slide310,,
222,slide311,,
223,slide312,,
224,slide313,,
225,slide314,,
226,slide316,,
227,slide318,,
228,slide319,,
229,slide322,,
230,slide323,,
231,slide325,,
232,slide326,,
233,slide327,,
234,slide328,,
235,slide330,,
236,slide331,,
237,slide332,,
238,slide333,,
239,slide334,,
240,slide336,,
241,slide337,,
242,slide339,,
243,slide340,,
244,slide343,,
245,slide344,,
246,slide345,,
247,slide346,,
248,slide348,,
249,slide349,,
250,slide350,,
251,slide352,,
252,slide353,,
253,slide355,,
254,slide356,,
255,slide357,,
256,slide358,,
257,slide359,,
258,slide360,,
259,slide361,,
260,slide362,,
261,slide363,,
262,slide364,,
263,slide365,,
264,slide366,,
265,slide367,,
266,slide368,,
267,slide370,,
268,slide371,,
269,slide372,,
270,slide373,,
271,slide374,,
272,slide375,,
273,slide376,,
274,slide378,,
275,slide379,,
276,slide380,,
277,slide381,,
278,slide382,,
279,slide383,,
280,slide384,,
281,slide385,,
282,slide386,,
283,slide387,,
284,slide388,,
285,slide389,,
286,slide390,,
287,slide391,,
288,slide393,,
289,slide394,,
290,slide395,,
291,slide397,,
292,slide398,,
293,slide399,,
294,slide400,,
295,slide401,,
296,slide402,,
297,slide403,,
298,slide406,,
299,slide407,,
300,slide408,,
301,slide409,,
302,slide411,,
303,slide412,,
304,slide413,,
305,slide415,,
306,slide416,,
307,slide417,,
308,slide418,,
309,slide419,,
310,slide420,,
311,slide422,,
312,slide423,,
313,slide424,,
314,slide427,,
315,slide429,,
316,slide430,,
317,slide431,,
318,slide432,,
319,slide433,,
320,slide434,,
321,slide435,,
322,slide436,,
323,slide438,,
324,slide440,,
325,slide441,,
326,slide442,,
327,slide444,,
328,slide445,,
329,slide446,,
330,slide447,,
331,slide448,,
332,slide449,,
333,slide450,,
334,slide451,,
335,slide452,,
336,slide454,,
337,slide457,,
338,slide458,,
339,slide459,,
340,slide460,,
341,slide461,,
342,slide463,,
343,slide465,,
344,slide466,,
345,slide467,,
346,slide468,,
347,slide469,,
348,slide471,,
349,slide472,,
350,slide473,,
351,slide477,,
352,slide479,,
353,slide480,,
354,slide481,,
355,slide482,,
356,slide483,,
357,slide484,,
358,slide486,,
359,slide487,,
360,slide489,,
361,slide490,,
362,slide491,,
363,slide492,,
364,slide493,,
365,slide494,,
366,slide497,,
367,slide498,,
368,slide499,,
369,slide500,,
370,slide501,,
371,slide502,,
372,slide504,,
373,slide505,,
374,slide506,,
375,slide507,,
376,slide509,,
377,slide510,,
378,slide511,,
379,slide512,,
380,slide513,,
381,slide514,,
382,slide516,,
383,slide517,,
384,slide518,,
385,slide519,,
386,slide520,,
387,slide521,,
388,slide523,,
389,slide524,,
390,slide525,,
391,slide526,,
392,slide527,,
393,slide528,,
394,slide530,,
395,slide532,,
396,slide533,,
397,slide534,,
398,slide537,,
399,slide538,,
400,slide539,,
401,slide541,,
402,slide542,,
403,slide543,,
404,slide545,,
405,slide547,,
406,slide548,,
407,slide549,,
408,slide550,,
409,slide552,,
410,slide553,,
411,slide556,,
412,slide557,,
413,slide558,,
414,slide560,,
415,slide561,,
416,slide562,,
417,slide563,,
418,slide564,,
419,slide565,,
420,slide566,,
421,slide567,,
422,slide568,,
423,slide569,,
424,slide570,,
425,slide571,,
426,slide572,,
427,slide573,,
428,slide574,,
429,slide575,,
430,slide577,,
431,slide578,,
432,slide579,,
433,slide582,,
434,slide583,,
