,train,val,test
0,slide1,slide621,slide201
1,slide10,slide405,slide335
2,slide100,slide410,slide245
3,slide1000,slide11,slide581
4,slide1001,slide305,slide496
5,slide1003,slide392,slide999
6,slide1005,slide138,slide369
7,slide1008,slide836,slide66
8,slide1009,slide455,slide426
9,slide101,slide742,slide476
10,slide1011,slide751,slide544
11,slide1013,slide1036,slide133
12,slide1016,slide300,slide515
13,slide1018,slide580,slide851
14,slide1019,slide590,slide834
15,slide1022,slide46,slide689
16,slide1023,slide709,slide783
17,slide1024,slide794,slide602
18,slide1027,slide906,slide1006
19,slide1028,slide338,slide63
20,slide1029,slide317,slide529
21,slide1032,slide661,slide329
22,slide1034,slide1015,slide1054
23,slide1035,slide474,slide1007
24,slide1037,slide255,slide554
25,slide1039,slide41,slide324
26,slide1040,slide354,slide679
27,slide1041,slide1033,slide439
28,slide1042,slide607,slide650
29,slide1043,slide522,slide645
30,slide1045,slide437,slide195
31,slide1047,slide688,slide470
32,slide1049,slide28,slide114
33,slide105,slide791,slide206
34,slide1053,slide462,slide102
35,slide1055,slide904,slide54
36,slide1056,slide75,slide65
37,slide1058,slide219,slide115
38,slide108,slide508,slide421
39,slide109,slide488,slide933
40,slide111,slide1004,slide396
41,slide113,slide731,slide754
42,slide116,slide1051,slide475
43,slide117,slide168,slide275
44,slide119,slide771,slide734
45,slide12,slide817,slide351
46,slide125,slide756,slide16
47,slide126,slide1021,slide546
48,slide127,slide853,slide91
49,slide128,slide861,slide1017
50,slide13,slide503,slide265
51,slide130,slide185,slide746
52,slide131,slide809,slide762
53,slide132,slide1030,slide104
54,slide134,slide258,slide779
55,slide136,slide414,slide342
56,slide139,slide818,slide1012
57,slide140,slide749,slide86
58,slide141,slide721,slide184
59,slide142,slide981,slide18
60,slide146,slide234,slide535
61,slide147,slide928,slide261
62,slide148,slide909,slide377
63,slide150,slide647,slide761
64,slide155,slide856,slide453
65,slide156,slide153,slide848
66,slide157,slide700,slide576
67,slide158,slide456,slide586
68,slide159,slide531,slide186
69,slide160,slide770,slide881
70,slide161,slide831,slide1050
71,slide162,slide173,slide122
72,slide167,slide555,slide987
73,slide17,slide79,slide799
74,slide175,slide321,slide695
75,slide176,slide191,slide971
76,slide178,slide123,slide781
77,slide179,slide1010,slide495
78,slide181,slide710,slide1020
79,slide183,slide320,slide121
80,slide187,slide478,slide705
81,slide188,slide485,slide593
82,slide189,slide425,slide947
83,slide190,slide149,slide988
84,slide192,slide823,slide164
85,slide193,slide304,slide772
86,slide194,slide595,slide464
87,slide196,slide306,slide870
88,slide197,slide341,slide551
89,slide198,slide315,slide663
90,slide199,slide638,slide722
91,slide20,slide895,slide171
92,slide203,slide996,slide76
93,slide204,slide860,slide540
94,slide205,slide229,slide247
95,slide207,slide279,slide629
96,slide208,slide559,slide307
97,slide209,slide715,slide224
98,slide21,slide269,slide1031
99,slide214,slide428,slide966
100,slide215,slide347,slide404
101,slide22,slide536,slide724
102,slide220,slide643,slide923
103,slide222,slide639,slide301
104,slide225,slide8,slide636
105,slide227,slide443,slide697
106,slide23,,
107,slide235,,
108,slide237,,
109,slide239,,
110,slide24,,
111,slide240,,
112,slide241,,
113,slide242,,
114,slide244,,
115,slide249,,
116,slide252,,
117,slide253,,
118,slide254,,
119,slide257,,
120,slide260,,
121,slide262,,
122,slide263,,
123,slide268,,
124,slide270,,
125,slide271,,
126,slide272,,
127,slide273,,
128,slide274,,
129,slide277,,
130,slide278,,
131,slide280,,
132,slide281,,
133,slide282,,
134,slide283,,
135,slide285,,
136,slide287,,
137,slide288,,
138,slide289,,
139,slide29,,
140,slide290,,
141,slide291,,
142,slide292,,
143,slide293,,
144,slide294,,
145,slide295,,
146,slide296,,
147,slide297,,
148,slide298,,
149,slide299,,
150,slide30,,
151,slide303,,
152,slide311,,
153,slide312,,
154,slide313,,
155,slide316,,
156,slide318,,
157,slide319,,
158,slide32,,
159,slide322,,
160,slide323,,
161,slide325,,
162,slide327,,
163,slide328,,
164,slide33,,
165,slide331,,
166,slide332,,
167,slide337,,
168,slide340,,
169,slide343,,
170,slide345,,
171,slide349,,
172,slide350,,
173,slide352,,
174,slide353,,
175,slide355,,
176,slide356,,
177,slide36,,
178,slide360,,
179,slide361,,
180,slide363,,
181,slide364,,
182,slide367,,
183,slide370,,
184,slide371,,
185,slide376,,
186,slide378,,
187,slide379,,
188,slide380,,
189,slide382,,
190,slide384,,
191,slide385,,
192,slide388,,
193,slide390,,
194,slide394,,
195,slide395,,
196,slide397,,
197,slide399,,
198,slide4,,
199,slide40,,
200,slide400,,
201,slide401,,
202,slide406,,
203,slide407,,
204,slide411,,
205,slide412,,
206,slide413,,
207,slide415,,
208,slide416,,
209,slide418,,
210,slide419,,
211,slide42,,
212,slide422,,
213,slide423,,
214,slide424,,
215,slide427,,
216,slide429,,
217,slide43,,
218,slide430,,
219,slide432,,
220,slide433,,
221,slide436,,
222,slide44,,
223,slide440,,
224,slide441,,
225,slide444,,
226,slide446,,
227,slide447,,
228,slide449,,
229,slide45,,
230,slide451,,
231,slide452,,
232,slide454,,
233,slide459,,
234,slide463,,
235,slide465,,
236,slide466,,
237,slide467,,
238,slide468,,
239,slide469,,
240,slide47,,
241,slide473,,
242,slide477,,
243,slide479,,
244,slide480,,
245,slide483,,
246,slide486,,
247,slide487,,
248,slide489,,
249,slide491,,
250,slide493,,
251,slide494,,
252,slide498,,
253,slide5,,
254,slide50,,
255,slide500,,
256,slide505,,
257,slide511,,
258,slide512,,
259,slide513,,
260,slide517,,
261,slide518,,
262,slide519,,
263,slide52,,
264,slide520,,
265,slide521,,
266,slide524,,
267,slide525,,
268,slide528,,
269,slide53,,
270,slide530,,
271,slide532,,
272,slide534,,
273,slide538,,
274,slide541,,
275,slide543,,
276,slide548,,
277,slide55,,
278,slide550,,
279,slide552,,
280,slide556,,
281,slide557,,
282,slide558,,
283,slide560,,
284,slide561,,
285,slide565,,
286,slide566,,
287,slide567,,
288,slide568,,
289,slide569,,
290,slide57,,
291,slide570,,
292,slide573,,
293,slide578,,
294,slide579,,
295,slide582,,
296,slide584,,
297,slide585,,
298,slide587,,
299,slide59,,
300,slide591,,
301,slide596,,
302,slide6,,
303,slide601,,
304,slide608,,
305,slide609,,
306,slide610,,
307,slide612,,
308,slide613,,
309,slide614,,
310,slide616,,
311,slide617,,
312,slide62,,
313,slide620,,
314,slide623,,
315,slide627,,
316,slide628,,
317,slide633,,
318,slide635,,
319,slide64,,
320,slide640,,
321,slide641,,
322,slide644,,
323,slide646,,
324,slide651,,
325,slide652,,
326,slide654,,
327,slide655,,
328,slide657,,
329,slide658,,
330,slide659,,
331,slide660,,
332,slide662,,
333,slide665,,
334,slide666,,
335,slide667,,
336,slide668,,
337,slide67,,
338,slide670,,
339,slide671,,
340,slide672,,
341,slide673,,
342,slide674,,
343,slide675,,
344,slide676,,
345,slide678,,
346,slide68,,
347,slide681,,
348,slide682,,
349,slide683,,
350,slide684,,
351,slide69,,
352,slide690,,
353,slide692,,
354,slide693,,
355,slide696,,
356,slide698,,
357,slide70,,
358,slide701,,
359,slide702,,
360,slide704,,
361,slide706,,
362,slide71,,
363,slide712,,
364,slide713,,
365,slide716,,
366,slide717,,
367,slide718,,
368,slide719,,
369,slide720,,
370,slide725,,
371,slide726,,
372,slide728,,
373,slide730,,
374,slide732,,
375,slide733,,
376,slide736,,
377,slide738,,
378,slide739,,
379,slide741,,
380,slide744,,
381,slide747,,
382,slide750,,
383,slide755,,
384,slide757,,
385,slide758,,
386,slide759,,
387,slide760,,
388,slide763,,
389,slide764,,
390,slide765,,
391,slide767,,
392,slide768,,
393,slide1002,,
394,slide1014,,
395,slide1025,,
396,slide1026,,
397,slide103,,
398,slide1038,,
399,slide1044,,
400,slide1046,,
401,slide1048,,
402,slide1052,,
403,slide1057,,
404,slide106,,
405,slide107,,
406,slide110,,
407,slide112,,
408,slide118,,
409,slide120,,
410,slide124,,
411,slide129,,
412,slide135,,
413,slide137,,
414,slide14,,
415,slide143,,
416,slide144,,
417,slide145,,
418,slide15,,
419,slide151,,
420,slide152,,
421,slide154,,
422,slide163,,
423,slide165,,
424,slide166,,
425,slide169,,
426,slide170,,
427,slide172,,
428,slide174,,
429,slide177,,
430,slide180,,
431,slide182,,
432,slide19,,
433,slide2,,
434,slide200,,
435,slide202,,
436,slide210,,
437,slide211,,
438,slide212,,
439,slide213,,
440,slide216,,
441,slide217,,
442,slide218,,
443,slide221,,
444,slide223,,
445,slide226,,
446,slide228,,
447,slide230,,
448,slide231,,
449,slide232,,
450,slide233,,
451,slide236,,
452,slide238,,
453,slide243,,
454,slide246,,
455,slide248,,
456,slide25,,
457,slide250,,
458,slide251,,
459,slide256,,
460,slide259,,
461,slide26,,
462,slide264,,
463,slide266,,
464,slide267,,
465,slide27,,
466,slide276,,
467,slide284,,
468,slide286,,
469,slide3,,
470,slide302,,
471,slide308,,
472,slide309,,
473,slide31,,
474,slide310,,
475,slide314,,
476,slide326,,
477,slide330,,
478,slide333,,
479,slide334,,
480,slide336,,
481,slide339,,
482,slide34,,
483,slide344,,
484,slide346,,
485,slide348,,
486,slide35,,
487,slide357,,
488,slide358,,
489,slide359,,
490,slide362,,
491,slide365,,
492,slide366,,
493,slide368,,
494,slide37,,
495,slide372,,
496,slide373,,
497,slide374,,
498,slide375,,
499,slide38,,
500,slide381,,
501,slide383,,
502,slide386,,
503,slide387,,
504,slide389,,
505,slide39,,
506,slide391,,
507,slide393,,
508,slide398,,
509,slide402,,
510,slide403,,
511,slide408,,
512,slide409,,
513,slide417,,
514,slide420,,
515,slide431,,
516,slide434,,
517,slide435,,
518,slide438,,
519,slide442,,
520,slide445,,
521,slide448,,
522,slide450,,
523,slide457,,
524,slide458,,
525,slide460,,
526,slide461,,
527,slide471,,
528,slide472,,
529,slide48,,
530,slide481,,
531,slide482,,
532,slide484,,
533,slide49,,
534,slide490,,
535,slide492,,
536,slide497,,
537,slide499,,
538,slide501,,
539,slide502,,
540,slide504,,
541,slide506,,
542,slide507,,
543,slide509,,
544,slide51,,
545,slide510,,
546,slide514,,
547,slide516,,
548,slide523,,
549,slide526,,
550,slide527,,
551,slide533,,
552,slide537,,
553,slide539,,
554,slide542,,
555,slide545,,
556,slide547,,
557,slide549,,
558,slide553,,
559,slide56,,
560,slide562,,
561,slide563,,
562,slide564,,
563,slide571,,
564,slide572,,
565,slide574,,
566,slide575,,
567,slide577,,
568,slide58,,
569,slide583,,
570,slide588,,
571,slide589,,
572,slide592,,
573,slide594,,
574,slide597,,
575,slide598,,
576,slide599,,
577,slide60,,
578,slide600,,
579,slide603,,
580,slide604,,
581,slide605,,
582,slide606,,
583,slide61,,
584,slide611,,
585,slide615,,
586,slide618,,
587,slide619,,
588,slide622,,
589,slide624,,
590,slide625,,
591,slide626,,
592,slide630,,
593,slide631,,
594,slide632,,
595,slide634,,
596,slide637,,
597,slide642,,
598,slide648,,
599,slide649,,
600,slide653,,
601,slide656,,
602,slide664,,
603,slide669,,
604,slide677,,
605,slide680,,
606,slide685,,
607,slide686,,
608,slide687,,
609,slide691,,
610,slide694,,
611,slide699,,
612,slide7,,
613,slide703,,
614,slide707,,
615,slide708,,
616,slide711,,
617,slide714,,
618,slide72,,
619,slide723,,
620,slide727,,
621,slide729,,
622,slide73,,
623,slide735,,
624,slide737,,
625,slide74,,
626,slide740,,
627,slide743,,
628,slide745,,
629,slide748,,
630,slide752,,
631,slide753,,
632,slide766,,
633,slide769,,
634,slide774,,
635,slide784,,
