,train,val,test
0,slide1,slide175,slide491
1,slide100,slide63,slide635
2,slide1000,slide805,slide889
3,slide1003,slide812,slide20
4,slide1005,slide1039,slide10
5,slide1006,slide928,slide552
6,slide101,slide991,slide970
7,slide1011,slide159,slide654
8,slide1012,slide11,slide422
9,slide1013,slide240,slide698
10,slide1017,slide1015,slide809
11,slide1019,slide978,slide235
12,slide102,slide419,slide407
13,slide1021,slide1029,slide640
14,slide1022,slide244,slide265
15,slide1023,slide616,slide834
16,slide1024,slide995,slide1030
17,slide1027,slide201,slide610
18,slide1028,slide614,slide720
19,slide1032,slide1004,slide924
20,slide1033,slide702,slide905
21,slide1034,slide270,slide412
22,slide1035,slide667,slide1008
23,slide1036,slide795,slide520
24,slide1037,slide822,slide168
25,slide104,slide939,slide557
26,slide1040,slide353,slide816
27,slide1041,slide678,slide602
28,slide1043,slide876,slide833
29,slide1045,slide503,slide331
30,slide1047,slide193,slide234
31,slide1049,slide1001,slide931
32,slide105,slide1007,slide416
33,slide1051,slide846,slide134
34,slide1053,slide848,slide910
35,slide1054,slide397,slide803
36,slide1055,slide205,slide761
37,slide1056,slide760,slide919
38,slide1058,slide290,slide207
39,slide108,slide465,slide196
40,slide109,slide1042,slide421
41,slide111,slide138,slide459
42,slide113,slide647,slide299
43,slide114,slide446,slide92
44,slide115,slide356,slide300
45,slide116,slide371,slide50
46,slide117,slide249,slide195
47,slide119,slide683,slide392
48,slide12,slide377,slide868
49,slide125,slide470,slide960
50,slide126,slide969,slide940
51,slide127,slide797,slide188
52,slide128,slide199,slide343
53,slide13,slide466,slide937
54,slide130,slide742,slide942
55,slide131,slide303,slide1018
56,slide132,slide806,slide291
57,slide133,slide566,slide298
58,slide136,slide1009,slide283
59,slide139,slide692,slide98
60,slide140,slide985,slide771
61,slide141,slide1016,slide95
62,slide142,slide775,slide337
63,slide146,slide282,slide69
64,slide147,slide777,slide932
65,slide148,slide252,slide989
66,slide150,slide745,slide956
67,slide153,slide330,slide266
68,slide155,slide182,slide1025
69,slide156,slide417,slide507
70,slide157,slide870,slide828
71,slide158,slide213,slide724
72,slide16,slide875,slide238
73,slide160,slide1057,slide839
74,slide161,slide994,slide123
75,slide162,slide31,slide952
76,slide167,slide448,slide890
77,slide17,slide1050,slide381
78,slide176,slide987,slide632
79,slide178,slide375,slide832
80,slide179,slide464,slide954
81,slide18,slide404,slide7
82,slide181,slide604,slide592
83,slide183,slide3,slide789
84,slide184,slide306,slide814
85,slide185,slide619,slide398
86,slide187,slide250,slide149
87,slide189,slide785,slide923
88,slide190,slide502,slide120
89,slide192,slide622,slide900
90,slide194,slide571,slide443
91,slide197,slide202,slide27
92,slide198,slide124,slide577
93,slide203,slide344,slide867
94,slide204,slide223,slide656
95,slide206,slide663,slide83
96,slide208,slide1046,slide267
97,slide209,slide85,slide286
98,slide21,slide943,slide492
99,slide214,slide947,slide112
100,slide215,slide603,slide348
101,slide219,slide341,slide902
102,slide22,slide284,slide393
103,slide220,slide510,slide921
104,slide222,slide564,slide630
105,slide225,slide374,slide788
106,slide227,,
107,slide23,,
108,slide237,,
109,slide239,,
110,slide24,,
111,slide241,,
112,slide242,,
113,slide245,,
114,slide253,,
115,slide254,,
116,slide255,,
117,slide257,,
118,slide258,,
119,slide260,,
120,slide261,,
121,slide262,,
122,slide263,,
123,slide268,,
124,slide271,,
125,slide272,,
126,slide273,,
127,slide274,,
128,slide275,,
129,slide277,,
130,slide278,,
131,slide28,,
132,slide280,,
133,slide281,,
134,slide285,,
135,slide287,,
136,slide288,,
137,slide289,,
138,slide29,,
139,slide292,,
140,slide293,,
141,slide294,,
142,slide295,,
143,slide296,,
144,slide297,,
145,slide30,,
146,slide305,,
147,slide311,,
148,slide312,,
149,slide313,,
150,slide316,,
151,slide317,,
152,slide318,,
153,slide319,,
154,slide32,,
155,slide322,,
156,slide323,,
157,slide324,,
158,slide325,,
159,slide327,,
160,slide328,,
161,slide329,,
162,slide33,,
163,slide332,,
164,slide335,,
165,slide338,,
166,slide340,,
167,slide342,,
168,slide345,,
169,slide349,,
