,train,val,test
slide1001,True,False,False
slide1003,True,False,False
slide1004,True,False,False
slide1006,True,False,False
slide1007,True,False,False
slide1008,True,False,False
slide1011,True,False,False
slide1012,True,False,False
slide1013,True,False,False
slide1015,True,False,False
slide1016,True,False,False
slide1018,True,False,False
slide1019,True,False,False
slide102,True,False,False
slide1021,True,False,False
slide1022,True,False,False
slide1023,True,False,False
slide1024,True,False,False
slide1028,True,False,False
slide1030,True,False,False
slide1032,True,False,False
slide1034,True,False,False
slide1036,True,False,False
slide1037,True,False,False
slide104,True,False,False
slide1040,True,False,False
slide1041,True,False,False
slide1045,True,False,False
slide1047,True,False,False
slide105,True,False,False
slide1051,True,False,False
slide1053,True,False,False
slide1055,True,False,False
slide1058,True,False,False
slide108,True,False,False
slide109,True,False,False
slide11,True,False,False
slide111,True,False,False
slide113,True,False,False
slide114,True,False,False
slide115,True,False,False
slide116,True,False,False
slide117,True,False,False
slide125,True,False,False
slide127,True,False,False
slide13,True,False,False
slide130,True,False,False
slide131,True,False,False
slide132,True,False,False
slide134,True,False,False
slide136,True,False,False
slide139,True,False,False
slide142,True,False,False
slide147,True,False,False
slide148,True,False,False
slide150,True,False,False
slide155,True,False,False
slide156,True,False,False
slide157,True,False,False
slide158,True,False,False
slide159,True,False,False
slide16,True,False,False
slide160,True,False,False
slide161,True,False,False
slide162,True,False,False
slide167,True,False,False
slide168,True,False,False
slide17,True,False,False
slide176,True,False,False
slide179,True,False,False
slide18,True,False,False
slide181,True,False,False
slide183,True,False,False
slide184,True,False,False
slide185,True,False,False
slide187,True,False,False
slide188,True,False,False
slide190,True,False,False
slide192,True,False,False
slide193,True,False,False
slide194,True,False,False
slide195,True,False,False
slide197,True,False,False
slide198,True,False,False
slide20,True,False,False
slide201,True,False,False
slide204,True,False,False
slide205,True,False,False
slide208,True,False,False
slide21,True,False,False
slide215,True,False,False
slide219,True,False,False
slide22,True,False,False
slide220,True,False,False
slide225,True,False,False
slide227,True,False,False
slide234,True,False,False
slide235,True,False,False
slide237,True,False,False
slide239,True,False,False
slide24,True,False,False
slide240,True,False,False
slide244,True,False,False
slide245,True,False,False
slide249,True,False,False
slide252,True,False,False
slide253,True,False,False
slide254,True,False,False
slide255,True,False,False
slide257,True,False,False
slide258,True,False,False
slide260,True,False,False
slide262,True,False,False
slide263,True,False,False
slide265,True,False,False
slide268,True,False,False
slide270,True,False,False
slide272,True,False,False
slide273,True,False,False
slide274,True,False,False
slide275,True,False,False
slide277,True,False,False
slide278,True,False,False
slide28,True,False,False
slide280,True,False,False
slide281,True,False,False
slide282,True,False,False
slide283,True,False,False
slide285,True,False,False
slide287,True,False,False
slide288,True,False,False
slide289,True,False,False
slide290,True,False,False
slide291,True,False,False
slide292,True,False,False
slide293,True,False,False
slide295,True,False,False
slide296,True,False,False
slide297,True,False,False
slide298,True,False,False
slide299,True,False,False
slide30,True,False,False
slide300,True,False,False
slide303,True,False,False
slide305,True,False,False
slide311,True,False,False
slide312,True,False,False
slide313,True,False,False
slide316,True,False,False
slide317,True,False,False
slide318,True,False,False
slide319,True,False,False
slide32,True,False,False
slide322,True,False,False
slide324,True,False,False
slide327,True,False,False
slide328,True,False,False
slide329,True,False,False
slide33,True,False,False
slide331,True,False,False
slide332,True,False,False
slide335,True,False,False
slide337,True,False,False
slide342,True,False,False
slide343,True,False,False
slide345,True,False,False
slide349,True,False,False
slide350,True,False,False
slide351,True,False,False
slide352,True,False,False
slide353,True,False,False
slide354,True,False,False
slide355,True,False,False
slide356,True,False,False
slide36,True,False,False
slide361,True,False,False
slide364,True,False,False
slide367,True,False,False
slide369,True,False,False
slide370,True,False,False
slide376,True,False,False
slide377,True,False,False
slide379,True,False,False
slide380,True,False,False
slide382,True,False,False
slide384,True,False,False
slide385,True,False,False
slide388,True,False,False
slide390,True,False,False
slide392,True,False,False
slide394,True,False,False
slide395,True,False,False
slide397,True,False,False
slide399,True,False,False
slide4,True,False,False
slide40,True,False,False
slide401,True,False,False
slide406,True,False,False
slide407,True,False,False
slide41,True,False,False
slide410,True,False,False
slide412,True,False,False
slide413,True,False,False
slide414,True,False,False
slide415,True,False,False
slide418,True,False,False
slide419,True,False,False
slide42,True,False,False
slide421,True,False,False
slide422,True,False,False
slide423,True,False,False
slide424,True,False,False
slide426,True,False,False
slide427,True,False,False
slide429,True,False,False
slide430,True,False,False
slide433,True,False,False
slide436,True,False,False
slide44,True,False,False
slide440,True,False,False
slide446,True,False,False
slide449,True,False,False
slide45,True,False,False
slide451,True,False,False
slide453,True,False,False
slide454,True,False,False
slide455,True,False,False
slide459,True,False,False
slide46,True,False,False
slide463,True,False,False
slide465,True,False,False
slide466,True,False,False
slide467,True,False,False
slide468,True,False,False
slide469,True,False,False
slide47,True,False,False
slide470,True,False,False
slide474,True,False,False
slide475,True,False,False
slide476,True,False,False
