,train,val,test
0,slide1,slide621,slide201
1,slide10,slide405,slide335
2,slide100,slide410,slide245
3,slide1000,slide11,slide581
4,slide1001,slide305,slide496
5,slide1003,slide392,slide999
6,slide1005,slide138,slide369
7,slide1008,slide836,slide66
8,slide1009,slide455,slide426
9,slide101,slide742,slide476
10,slide1011,slide751,slide544
11,slide1013,slide1036,slide133
12,slide1016,slide300,slide515
13,slide1018,slide580,slide851
14,slide1019,slide590,slide834
15,slide1022,slide46,slide689
16,slide1023,slide709,slide783
17,slide1024,slide794,slide602
18,slide1027,slide906,slide1006
19,slide1028,slide338,slide63
20,slide1029,slide317,slide529
21,slide1032,slide661,slide329
22,slide1034,slide1015,slide1054
23,slide1035,slide474,slide1007
24,slide1037,slide255,slide554
25,slide1039,slide41,slide324
26,slide1040,slide354,slide679
27,slide1041,slide1033,slide439
28,slide1042,slide607,slide650
29,slide1043,slide522,slide645
30,slide1045,slide437,slide195
31,slide1047,slide688,slide470
32,slide1049,slide28,slide114
33,slide105,slide791,slide206
34,slide1053,slide462,slide102
35,slide1055,slide904,slide54
36,slide1056,slide75,slide65
37,slide1058,slide219,slide115
38,slide108,slide508,slide421
39,slide109,slide488,slide933
40,slide111,slide1004,slide396
41,slide113,slide731,slide754
42,slide116,slide1051,slide475
43,slide117,slide168,slide275
44,slide119,slide771,slide734
45,slide12,slide817,slide351
46,slide125,slide756,slide16
47,slide126,slide1021,slide546
48,slide127,slide853,slide91
49,slide128,slide861,slide1017
50,slide13,slide503,slide265
51,slide130,slide185,slide746
52,slide131,slide809,slide762
53,slide132,slide1030,slide104
54,slide134,slide258,slide779
55,slide136,slide414,slide342
56,slide139,slide818,slide1012
57,slide140,slide749,slide86
58,slide141,slide721,slide184
59,slide142,slide981,slide18
60,slide146,slide234,slide535
61,slide147,slide928,slide261
62,slide148,slide909,slide377
63,slide150,slide647,slide761
64,slide155,slide856,slide453
65,slide156,slide153,slide848
66,slide157,slide700,slide576
67,slide158,slide456,slide586
68,slide159,slide531,slide186
69,slide160,slide770,slide881
70,slide161,slide831,slide1050
71,slide162,slide173,slide122
72,slide167,slide555,slide987
73,slide17,slide79,slide799
74,slide175,slide321,slide695
75,slide176,slide191,slide971
76,slide178,slide123,slide781
77,slide179,slide1010,slide495
78,slide181,slide710,slide1020
79,slide183,slide320,slide121
80,slide187,slide478,slide705
81,slide188,slide485,slide593
82,slide189,slide425,slide947
83,slide190,slide149,slide988
84,slide192,slide823,slide164
85,slide193,slide304,slide772
86,slide194,slide595,slide464
87,slide196,slide306,slide870
88,slide197,slide341,slide551
89,slide198,slide315,slide663
90,slide199,slide638,slide722
91,slide20,slide895,slide171
92,slide203,slide996,slide76
93,slide204,slide860,slide540
94,slide205,slide229,slide247
95,slide207,slide279,slide629
96,slide208,slide559,slide307
97,slide209,slide715,slide224
98,slide21,slide269,slide1031
99,slide214,slide428,slide966
100,slide215,slide347,slide404
101,slide22,slide536,slide724
102,slide220,slide643,slide923
103,slide222,slide639,slide301
104,slide225,slide8,slide636
105,slide227,slide443,slide697
106,slide23,,
107,slide235,,
108,slide237,,
109,slide239,,
110,slide24,,
111,slide240,,
112,slide241,,
113,slide242,,
114,slide244,,
115,slide249,,
116,slide252,,
117,slide253,,
118,slide254,,
119,slide257,,
120,slide260,,
121,slide262,,
122,slide263,,
123,slide268,,
124,slide270,,
125,slide271,,
126,slide272,,
127,slide273,,
128,slide274,,
129,slide277,,
130,slide278,,
131,slide280,,
132,slide281,,
133,slide282,,
134,slide283,,
135,slide285,,
136,slide287,,
137,slide288,,
138,slide289,,
139,slide29,,
140,slide290,,
141,slide291,,
142,slide292,,
143,slide293,,
144,slide294,,
145,slide295,,
146,slide296,,
147,slide297,,
148,slide298,,
149,slide299,,
150,slide30,,
151,slide303,,
152,slide311,,
153,slide312,,
154,slide313,,
155,slide316,,
156,slide318,,
157,slide319,,
158,slide32,,
159,slide322,,
160,slide323,,
161,slide325,,
162,slide327,,
163,slide328,,
164,slide33,,
165,slide331,,
166,slide332,,
167,slide337,,
168,slide340,,
169,slide343,,
170,slide345,,
171,slide349,,
172,slide350,,
173,slide352,,
174,slide353,,
175,slide355,,
176,slide356,,
177,slide36,,
178,slide360,,
179,slide361,,
180,slide363,,
181,slide364,,
182,slide367,,
183,slide370,,
184,slide371,,
185,slide376,,
186,slide378,,
187,slide379,,
188,slide380,,
189,slide382,,
190,slide384,,
191,slide385,,
192,slide388,,
193,slide390,,
194,slide394,,
195,slide395,,
196,slide397,,
197,slide399,,
198,slide4,,
199,slide40,,
200,slide400,,
201,slide401,,
202,slide406,,
203,slide407,,
204,slide411,,
205,slide412,,
206,slide413,,
207,slide415,,
208,slide416,,
209,slide418,,
210,slide419,,
211,slide42,,
212,slide422,,
213,slide423,,
214,slide424,,
215,slide427,,
216,slide429,,
217,slide43,,
218,slide430,,
219,slide432,,
220,slide433,,
221,slide436,,
222,slide44,,
223,slide440,,
224,slide441,,
225,slide444,,
226,slide446,,
227,slide447,,
228,slide449,,
229,slide45,,
230,slide451,,
231,slide452,,
232,slide454,,
233,slide459,,
234,slide463,,
235,slide465,,
236,slide466,,
237,slide467,,
238,slide468,,
239,slide469,,
240,slide47,,
241,slide473,,
242,slide477,,
243,slide479,,
244,slide480,,
245,slide483,,
246,slide486,,
247,slide487,,
248,slide489,,
249,slide491,,
250,slide493,,
251,slide494,,
252,slide498,,
253,slide5,,
254,slide50,,
255,slide500,,
256,slide505,,
257,slide511,,
258,slide512,,
259,slide513,,
260,slide517,,
261,slide518,,
262,slide519,,
263,slide52,,
264,slide520,,
265,slide521,,
266,slide524,,
267,slide525,,
268,slide528,,
269,slide53,,
270,slide530,,
271,slide532,,
272,slide534,,
273,slide538,,
274,slide541,,
275,slide543,,
276,slide548,,
277,slide55,,
278,slide550,,
279,slide552,,
280,slide556,,
281,slide557,,
282,slide558,,
283,slide560,,
284,slide561,,
285,slide565,,
286,slide566,,
287,slide567,,
288,slide568,,
289,slide569,,
290,slide57,,
291,slide570,,
292,slide573,,
293,slide578,,
294,slide579,,
295,slide582,,
296,slide584,,
297,slide585,,
298,slide587,,
299,slide59,,
300,slide591,,
301,slide596,,
302,slide6,,
303,slide601,,
304,slide608,,
305,slide609,,
306,slide610,,
307,slide612,,
308,slide613,,
309,slide614,,
310,slide616,,
311,slide617,,
312,slide62,,
313,slide620,,
314,slide1002,,
315,slide1014,,
316,slide1025,,
317,slide1026,,
318,slide103,,
319,slide1038,,
320,slide1044,,
321,slide1046,,
322,slide1048,,
323,slide1052,,
324,slide1057,,
325,slide106,,
326,slide107,,
327,slide110,,
328,slide112,,
329,slide118,,
330,slide120,,
331,slide124,,
332,slide129,,
333,slide135,,
334,slide137,,
335,slide14,,
336,slide143,,
337,slide144,,
338,slide145,,
339,slide15,,
340,slide151,,
341,slide152,,
342,slide154,,
343,slide163,,
344,slide165,,
345,slide166,,
346,slide169,,
347,slide170,,
348,slide172,,
349,slide174,,
350,slide177,,
351,slide180,,
352,slide182,,
353,slide19,,
354,slide2,,
355,slide200,,
356,slide202,,
357,slide210,,
358,slide211,,
359,slide212,,
360,slide213,,
361,slide216,,
362,slide217,,
363,slide218,,
364,slide221,,
365,slide223,,
366,slide226,,
367,slide228,,
368,slide230,,
369,slide231,,
370,slide232,,
371,slide233,,
372,slide236,,
373,slide238,,
374,slide243,,
375,slide246,,
376,slide248,,
377,slide25,,
378,slide250,,
379,slide251,,
380,slide256,,
381,slide259,,
382,slide26,,
383,slide264,,
384,slide266,,
385,slide267,,
386,slide27,,
387,slide276,,
388,slide284,,
389,slide286,,
390,slide3,,
391,slide302,,
392,slide308,,
393,slide309,,
394,slide31,,
395,slide310,,
396,slide314,,
397,slide326,,
398,slide330,,
399,slide333,,
400,slide334,,
401,slide336,,
402,slide339,,
403,slide34,,
404,slide344,,
405,slide346,,
406,slide348,,
407,slide35,,
408,slide357,,
409,slide358,,
410,slide359,,
411,slide362,,
412,slide365,,
413,slide366,,
414,slide368,,
415,slide37,,
416,slide372,,
417,slide373,,
418,slide374,,
419,slide375,,
420,slide38,,
421,slide381,,
422,slide383,,
423,slide386,,
424,slide387,,
425,slide389,,
426,slide39,,
427,slide391,,
428,slide393,,
429,slide398,,
430,slide402,,
431,slide403,,
432,slide408,,
433,slide409,,
434,slide417,,
435,slide420,,
436,slide431,,
437,slide434,,
438,slide435,,
439,slide438,,
440,slide442,,
441,slide445,,
442,slide448,,
443,slide450,,
444,slide457,,
445,slide458,,
446,slide460,,
447,slide461,,
448,slide471,,
449,slide472,,
450,slide48,,
451,slide481,,
452,slide482,,
453,slide484,,
454,slide49,,
455,slide490,,
456,slide492,,
457,slide497,,
458,slide499,,
459,slide501,,
460,slide502,,
461,slide504,,
462,slide506,,
463,slide507,,
464,slide509,,
465,slide51,,
466,slide510,,
467,slide514,,
468,slide516,,
469,slide523,,
470,slide526,,
471,slide527,,
472,slide533,,
473,slide537,,
474,slide539,,
475,slide542,,
476,slide545,,
477,slide547,,
478,slide549,,
479,slide553,,
480,slide56,,
481,slide562,,
482,slide563,,
483,slide564,,
484,slide571,,
485,slide572,,
486,slide574,,
487,slide575,,
488,slide577,,
489,slide58,,
490,slide583,,
491,slide588,,
492,slide589,,
493,slide592,,
494,slide594,,
495,slide597,,
496,slide598,,
497,slide599,,
498,slide60,,
499,slide600,,
500,slide603,,
501,slide604,,
502,slide605,,
503,slide606,,
504,slide61,,
505,slide611,,
506,slide615,,
507,slide618,,
